Genotype,Envir,Management,Row,Position,Flowering_end,R,P,Flowering_end_spats_residuals,Flowering_end_spats_geno_pred_values,Flowering_end_spats_adj_pheno
12_P056,ESP_2019_1,1,3,16,108,3,16,2.32282205298867,104.980481948583,107.303304001572
12_P056,ESP_2019_1,1,4,103,108,4,103,1.47773042992812,104.980481948583,106.458212378512
1218,ESP_2019_1,1,4,114,108,4,114,1.16875948722492,105.320988244118,106.489747731343
1218,ESP_2019_1,1,4,4,108,4,4,3.04773028529236,105.320988244118,108.368718529411
1236,ESP_2019_1,1,10,101,101,10,101,0.126188924261726,100.909625289238,101.0358142135
1236,ESP_2019_1,1,12,66,94,12,66,-6.50224812715427,100.909625289238,94.4073771620835
1236,ESP_2019_1,1,2,104,98,2,104,-2.89677691283397,100.909625289238,98.0128483764038
1236,ESP_2019_1,1,11,17,108,11,17,8.10073138952666,100.909625289238,109.010356678764
13_10,ESP_2019_1,1,7,19,93,7,19,-3.994548232032,97.8828002743692,93.8882520423372
13_10,ESP_2019_1,1,3,122,98,3,122,-0.874901915644529,97.8828002743692,97.0078983587247
13_109,ESP_2019_1,1,1,35,107,1,35,3.03729594460188,103.114954086177,106.152250030778
13_109,ESP_2019_1,1,8,83,101,8,83,-1.51553422984149,103.114954086177,101.599419856335
13_139,ESP_2019_1,1,10,30,94,10,30,-4.05828707078139,99.7781573393006,95.7198702685192
13_139,ESP_2019_1,1,11,62,108,11,62,9.08552731752739,99.7781573393006,108.863684656828
13_139,ESP_2019_1,1,2,68,92,2,68,-7.94389075373063,99.7781573393006,91.83426658557
13_139,ESP_2019_1,1,11,113,108,11,113,7.8642939131958,99.7781573393006,107.642451252496
13_139,ESP_2019_1,1,6,47,93,6,47,-7.50186563959991,99.7781573393006,92.2762916997007
13_32,ESP_2019_1,1,2,89,108,2,89,2.45530603647477,105.535118548054,107.990424584529
13_32,ESP_2019_1,1,5,57,108,5,57,2.0227494674498,105.535118548054,107.557868015504
13_35,ESP_2019_1,1,1,32,92,1,32,-4.35657763112295,95.4731970198482,91.1166193887252
13_35,ESP_2019_1,1,2,97,92,2,97,-3.456265516451,95.4731970198482,92.0169315033972
13_38,ESP_2019_1,1,8,81,101,8,81,-1.5492426341862,103.161816133245,101.612573499059
13_38,ESP_2019_1,1,2,20,107,2,20,3.12824755736419,103.161816133245,106.290063690609
130,ESP_2019_1,1,6,49,101,6,49,0.262846260513683,99.9958439914973,100.258690252011
130,ESP_2019_1,1,1,75,98,1,75,-2.55115859066655,99.9958439914973,97.4446854008308
131,ESP_2019_1,1,9,42,108,9,42,3.84955318939538,105.020596286631,108.870149476027
133,ESP_2019_1,1,6,112,101,6,112,-1.25945469697922,100.83811639665,99.578661699671
135,ESP_2019_1,1,8,2,93,8,2,-7.54777334008227,101.924749790547,94.3769764504643
135,ESP_2019_1,1,11,30,94,11,30,-6.52792200166154,101.924749790547,95.3968277888851
135,ESP_2019_1,1,6,124,101,6,124,-2.16167043428716,101.924749790547,99.7630793562594
135,ESP_2019_1,1,6,23,108,6,23,5.89430325840448,101.924749790547,107.819053048951
135,ESP_2019_1,1,5,116,108,5,116,4.78285324928278,101.924749790547,106.707603039829
135,ESP_2019_1,1,11,120,108,11,120,5.62810550311961,101.924749790547,107.552855293666
1377,ESP_2019_1,1,6,93,93,6,93,-6.48672707229474,98.3651436136776,91.8784165413829
1377,ESP_2019_1,1,6,30,101,6,30,2.20647184946914,98.3651436136776,100.571615463147
140,ESP_2019_1,1,7,54,101,7,54,-0.138330134334339,101.068711322591,100.930381188256
140,ESP_2019_1,1,6,74,101,6,74,-0.83944686755072,101.068711322591,100.22926445504
141,ESP_2019_1,1,6,85,101,6,85,-2.96423594771751,103.055833267105,100.091597319388
141,ESP_2019_1,1,3,60,108,3,60,4.41378004545872,103.055833267105,107.469613312564
143,ESP_2019_1,1,13,71,108,13,71,-0.120293751025059,108.668528554906,108.548234803881
143,ESP_2019_1,1,13,5,116,13,5,8.42589101422993,108.668528554906,117.094419569136
1446,ESP_2019_1,1,5,10,116,5,10,8.38205252260633,108.116249247483,116.498301770089
1446,ESP_2019_1,1,3,86,108,3,86,-0.751078786908323,108.116249247483,107.365170460575
1448,ESP_2019_1,1,3,35,108,3,35,4.87490298079455,102.040543428081,106.915446408875
1448,ESP_2019_1,1,5,74,98,5,74,-4.66556180834607,102.040543428081,97.3749816197345
1478,ESP_2019_1,1,1,129,98,1,129,-1.03393250398818,99.3251646120641,98.2912321080759
1478,ESP_2019_1,1,1,47,98,1,47,-2.0736321187965,99.3251646120641,97.2515324932676
1481,ESP_2019_1,1,5,124,93,5,124,-4.91448457072785,96.9356477101999,92.021163139472
1481,ESP_2019_1,1,11,43,101,11,43,5.53388842391452,96.9356477101999,102.469536134114
1481,ESP_2019_1,1,12,95,94,12,95,-3.05115145267584,96.9356477101999,93.884496257524
1481,ESP_2019_1,1,8,53,93,8,53,-3.59467402138765,96.9356477101999,93.3409736888122
149,ESP_2019_1,1,5,77,108,5,77,2.98792770429223,104.315228171277,107.30315587557
15,ESP_2019_1,1,1,51,107,1,51,-1.51488174426399,107.788687052106,106.273805307842
15,ESP_2019_1,1,9,75,116,9,75,8.74572974511486,107.788687052106,116.534416797221
152,ESP_2019_1,1,8,13,101,8,13,0.208184070291125,102.039596168532,102.247780238823
163,ESP_2019_1,1,8,56,108,8,56,2.93578225077199,105.408892788817,108.344675039589
163,ESP_2019_1,1,5,92,108,5,92,1.3880852076943,105.408892788817,106.796977996511
167,ESP_2019_1,1,2,57,98,2,57,-2.25461362543778,99.8547112355444,97.6000976101066
167,ESP_2019_1,1,6,118,101,6,118,-0.206096034087963,99.8547112355444,99.6486152014564
17,ESP_2019_1,1,2,1,107,2,1,2.49189378085475,103.909150914075,106.40104469493
170,ESP_2019_1,1,10,125,116,10,125,4.16442906153505,111.238308731282,115.402737792817
170,ESP_2019_1,1,12,129,108,12,129,-3.40380161212347,111.238308731282,107.834507119159
170,ESP_2019_1,1,13,25,116,13,25,5.77621244621662,111.238308731282,117.014521177499
170,ESP_2019_1,1,7,38,116,7,38,4.90781064044586,111.238308731282,116.146119371728
173,ESP_2019_1,1,4,85,108,4,85,1.75660850131712,105.252741051842,107.009349553159
173,ESP_2019_1,1,3,8,108,3,8,2.37651555212139,105.252741051842,107.629256603964
1870,ESP_2019_1,1,13,56,101,13,56,-2.83551966619676,104.625717033538,101.790197367341
1870,ESP_2019_1,1,1,10,116,1,10,9.87598309139736,104.625717033538,114.501700124935
1870,ESP_2019_1,1,9,116,101,9,116,-4.39894632694364,104.625717033538,100.226770706594
1870,ESP_2019_1,1,11,83,101,11,83,-3.58962061785569,104.625717033538,101.036096415682
1870,ESP_2019_1,1,10,72,108,10,72,4.31530143860692,104.625717033538,108.941018472145
1872,ESP_2019_1,1,4,3,92,4,3,-3.41484942672916,95.857748279676,92.4428988529468
1872,ESP_2019_1,1,2,119,92,2,119,-3.9282543626515,95.857748279676,91.9294939170245
1887,ESP_2019_1,1,11,126,108,11,126,0.754950309663315,106.684407924514,107.439358234177
1887,ESP_2019_1,1,8,74,108,8,74,1.89365648446906,106.684407924514,108.578064408983
1887,ESP_2019_1,1,12,37,108,12,37,2.40741144256191,106.684407924514,109.091819367076
1887,ESP_2019_1,1,5,65,108,5,65,0.825924110087968,106.684407924514,107.510332034602
1889,ESP_2019_1,1,13,66,108,13,66,0.45159212081542,108.183172343991,108.634764464806
1889,ESP_2019_1,1,9,63,108,9,63,0.447710830288969,108.183172343991,108.63088317428
1889,ESP_2019_1,1,5,30,108,5,30,-0.550712324914002,108.183172343991,107.632460019077
1889,ESP_2019_1,1,6,31,116,6,31,7.36100355502668,108.183172343991,115.544175899018
1889,ESP_2019_1,1,13,38,108,13,38,0.770627603805011,108.183172343991,108.953799947796
1889,ESP_2019_1,1,3,84,108,3,84,-0.767499747638752,108.183172343991,107.415672596352
1893,ESP_2019_1,1,6,120,101,6,120,0.215636235440257,99.467530844631,99.6831670800713
1893,ESP_2019_1,1,1,6,98,1,6,-3.14929680511001,99.467530844631,96.318234039521
1900,ESP_2019_1,1,2,64,116,2,64,6.58230700643669,109.182087700023,115.764394706459
1900,ESP_2019_1,1,10,108,116,10,108,6.67321973735716,109.182087700023,115.85530743738
1900,ESP_2019_1,1,11,105,101,11,105,-8.47963495929761,109.182087700023,100.702452740725
1900,ESP_2019_1,1,9,107,108,9,107,-1.60802467753733,109.182087700023,107.574063022485
1900,ESP_2019_1,1,6,91,116,6,91,5.75487199212077,109.182087700023,114.936959692143
1900,ESP_2019_1,1,11,54,108,11,54,0.0101840070555994,109.182087700023,109.192271707078
1901,ESP_2019_1,1,9,31,93,9,31,-2.8446922694571,96.8731118596511,94.028419590194
1901,ESP_2019_1,1,8,80,93,8,80,-3.25811851814318,96.8731118596511,93.6149933415079
1910,ESP_2019_1,1,13,67,94,13,67,-3.02847327365367,97.6455048424459,94.6170315687922
1910,ESP_2019_1,1,10,117,101,10,117,2.98788572954034,97.6455048424459,100.633390571986
1910,ESP_2019_1,1,8,64,93,8,64,-4.22317494896002,97.6455048424459,93.4223298934859
1910,ESP_2019_1,1,12,46,101,12,46,4.3709091381463,97.6455048424459,102.016413980592
1910,ESP_2019_1,1,8,118,93,8,118,-5.26645933004483,97.6455048424459,92.3790455124011
192,ESP_2019_1,1,5,114,108,5,114,2.62911086573904,104.021483427716,106.650594293455
1935,ESP_2019_1,1,7,62,101,7,62,-0.484762989321993,101.472316335322,100.987553346
1951,ESP_2019_1,1,4,72,108,4,72,-0.359195585709827,107.781634678081,107.422439092371
1951,ESP_2019_1,1,6,40,116,6,40,7.58142892840205,107.781634678081,115.363063606483
1952,ESP_2019_1,1,3,42,98,3,42,-3.1626878332615,100.155748731389,96.9930608981273
1952,ESP_2019_1,1,7,79,101,7,79,1.06970329873811,100.155748731389,101.225452030127
1962,ESP_2019_1,1,6,89,101,6,89,-3.84556629916345,103.83834570295,99.9927794037863
1962,ESP_2019_1,1,9,5,108,9,5,4.99115439216575,103.83834570295,108.829500095115
1962,ESP_2019_1,1,12,122,101,12,122,-2.88778625893045,103.83834570295,100.950559444019
1962,ESP_2019_1,1,10,43,101,10,43,-1.10364167558267,103.83834570295,102.734704027367
1962,ESP_2019_1,1,13,7,108,13,7,5.25124321678075,103.83834570295,109.08958891973
197,ESP_2019_1,1,2,16,98,2,16,-2.74944079591393,100.085581669731,97.3361408738171
197,ESP_2019_1,1,7,103,101,7,103,0.570745371965458,100.085581669731,100.656327041697
1985,ESP_2019_1,1,5,70,108,5,70,2.16137349493123,105.286952821766,107.448326316697
1985,ESP_2019_1,1,4,45,108,4,45,2.01354112461739,105.286952821766,107.300493946383
1988,ESP_2019_1,1,9,7,93,9,7,-6.93849640586313,100.802582679741,93.8640862738775
1988,ESP_2019_1,1,4,105,108,4,105,5.63563635017363,100.802582679741,106.438219029914
1989,ESP_2019_1,1,8,76,101,8,76,-2.46072871281156,104.059712376157,101.598983663346
1989,ESP_2019_1,1,8,16,108,8,16,5.13653723262435,104.059712376157,109.196249608782
1991,ESP_2019_1,1,5,73,98,5,73,-2.577254889779,99.9726740116255,97.3954191218465
1991,ESP_2019_1,1,6,53,101,6,53,0.260639827035817,99.9726740116255,100.233313838661
1997,ESP_2019_1,1,13,37,101,13,37,2.38356907686146,99.5753863942729,101.958955471134
1997,ESP_2019_1,1,3,43,98,3,43,-2.56233648125992,99.5753863942729,97.013049913013
1997,ESP_2019_1,1,12,101,101,12,101,1.37492005017421,99.5753863942729,100.950306444447
1997,ESP_2019_1,1,10,52,94,10,52,-3.99806485844174,99.5753863942729,95.5773215358312
2,ESP_2019_1,1,1,4,98,1,4,-0.816570742615213,97.0383732642051,96.2218025215899
2,ESP_2019_1,1,10,99,101,10,99,4.05366136689706,97.0383732642051,101.092034631102
2,ESP_2019_1,1,12,106,94,12,106,-3.03868463051467,97.0383732642051,93.9996886336904
2,ESP_2019_1,1,8,105,93,8,105,-4.14815094365217,97.0383732642051,92.8902223205529
2,ESP_2019_1,1,13,8,94,13,8,-1.95119473698358,97.0383732642051,95.0871785272215
200,ESP_2019_1,1,4,118,98,4,118,-5.79341549943879,102.387044318243,96.5936288188039
200,ESP_2019_1,1,9,46,108,9,46,6.42601651462169,102.387044318243,108.813060832864
2003,ESP_2019_1,1,3,45,116,3,45,2.48127973003045,112.576543563511,115.057823293542
2003,ESP_2019_1,1,7,105,116,7,105,3.01722234060131,112.576543563511,115.593765904113
2003,ESP_2019_1,1,11,63,116,11,63,4.24309169864716,112.576543563511,116.819635262158
2003,ESP_2019_1,1,12,83,116,12,83,3.33774539448207,112.576543563511,115.914288957993
2010,ESP_2019_1,1,9,92,101,9,92,-2.26996266762842,103.426235588092,101.156272920464
2010,ESP_2019_1,1,5,35,108,5,35,4.17196282704442,103.426235588092,107.598198415137
2013,ESP_2019_1,1,3,89,108,3,89,5.46248348422898,101.824836835625,107.287320319854
2013,ESP_2019_1,1,1,55,98,1,55,-4.53406455855971,101.824836835625,97.2907722770652
2013,ESP_2019_1,1,13,2,101,13,2,0.276183955331121,101.824836835625,102.101020790956
2013,ESP_2019_1,1,10,111,101,10,111,-1.04158379336732,101.824836835625,100.783253042258
2013,ESP_2019_1,1,13,94,101,13,94,-0.217169123986082,101.824836835625,101.607667711639
202,ESP_2019_1,1,3,119,108,3,119,3.02731218173921,103.91524791015,106.942560091889
202,ESP_2019_1,1,12,12,101,12,12,-2.19613216351885,103.91524791015,101.719115746631
202,ESP_2019_1,1,9,33,101,9,33,-1.91042738930256,103.91524791015,102.004820520847
202,ESP_2019_1,1,9,3,101,9,3,-2.12035885848336,103.91524791015,101.794889051667
202,ESP_2019_1,1,5,79,108,5,79,3.33181257074722,103.91524791015,107.247060480897
202,ESP_2019_1,1,10,90,101,10,90,-2.55270192832261,103.91524791015,101.362545981827
202,ESP_2019_1,1,13,108,108,13,108,4.91983700715983,103.91524791015,108.83508491731
2024,ESP_2019_1,1,5,22,108,5,22,4.30159271801901,103.517658212335,107.819250930354
2024,ESP_2019_1,1,8,97,101,8,97,-2.28791744705794,103.517658212335,101.229740765277
2026,ESP_2019_1,1,4,126,108,4,126,4.91587738216971,102.028853009234,106.944730391404
2026,ESP_2019_1,1,1,60,98,1,60,-4.72081636017082,102.028853009234,97.3080366490635
203,ESP_2019_1,1,13,47,101,13,47,3.15877309706262,98.7312795040384,101.890052601101
203,ESP_2019_1,1,5,66,98,5,66,-1.23089251171186,98.7312795040384,97.5003869923266
203,ESP_2019_1,1,10,67,101,10,67,3.37705942622365,98.7312795040384,102.108338930262
203,ESP_2019_1,1,8,32,93,8,32,-4.96233079761477,98.7312795040384,93.7689487064237
203,ESP_2019_1,1,11,69,94,11,69,-4.1756199310032,98.7312795040384,94.5556595730352
204,ESP_2019_1,1,9,71,101,9,71,0.705747799378983,100.865589484064,101.571337283443
204,ESP_2019_1,1,10,86,101,10,86,0.622187592100829,100.865589484064,101.487777076164
204,ESP_2019_1,1,12,53,101,12,53,0.983813325245237,100.865589484064,101.849402809309
204,ESP_2019_1,1,3,53,98,3,53,-3.58727287111861,100.865589484064,97.2783166129449
204,ESP_2019_1,1,12,98,101,12,98,0.0496285477030796,100.865589484064,100.915218031767
2046,ESP_2019_1,1,1,68,98,1,68,-3.26819225792536,100.621501211846,97.3533089539203
2046,ESP_2019_1,1,7,36,101,7,36,0.583656950306832,100.621501211846,101.205158162152
2046,ESP_2019_1,1,13,123,101,13,123,1.1604795326699,100.621501211846,101.781980744516
2050,ESP_2019_1,1,4,70,108,4,70,5.23935106383019,102.216489490005,107.455840553835
2050,ESP_2019_1,1,2,2,98,2,2,-4.81508720398264,102.216489490005,97.4014022860222
2055,ESP_2019_1,1,7,33,93,7,33,-3.72340770077662,97.0287957054971,93.3053880047205
2055,ESP_2019_1,1,13,65,94,13,65,-2.37671417188982,97.0287957054971,94.6520815336073
2055,ESP_2019_1,1,5,80,98,5,80,0.187482948919978,97.0287957054971,97.2162786544171
206,ESP_2019_1,1,13,74,101,13,74,-0.459670404748707,101.963674875935,101.504004471186
206,ESP_2019_1,1,10,70,108,10,70,7.04403142764343,101.963674875935,109.007706303578
206,ESP_2019_1,1,11,38,94,11,38,-6.468916784672,101.963674875935,95.4947580912627
2061,ESP_2019_1,1,5,31,98,5,31,0.291364591157134,97.3304408992149,97.621805490372
2061,ESP_2019_1,1,4,66,92,4,66,-5.83553607115496,97.3304408992149,91.4949048280599
2071,ESP_2019_1,1,3,46,116,3,46,5.03961721628015,110.042848089564,115.082465305845
2071,ESP_2019_1,1,9,122,116,9,122,4.94474707645364,110.042848089564,114.987595166018
216,ESP_2019_1,1,4,82,108,4,82,6.76286125289039,100.36538117942,107.128242432311
216,ESP_2019_1,1,7,9,93,7,9,-6.01972487672393,100.36538117942,94.3456563026962
216,ESP_2019_1,1,10,113,101,10,113,0.369306163374162,100.36538117942,100.734687342794
216,ESP_2019_1,1,13,34,101,13,34,1.60811968443402,100.36538117942,101.973500863854
216,ESP_2019_1,1,13,62,94,13,62,-5.66367417504424,100.36538117942,94.7017070043759
216,ESP_2019_1,1,13,77,101,13,77,1.10619890006954,100.36538117942,101.47158007949
236,ESP_2019_1,1,3,120,98,3,120,-0.754016733256336,97.7153440534829,96.9613273202266
236,ESP_2019_1,1,8,62,93,8,62,-4.31998554034456,97.7153440534829,93.3953585131383
238,ESP_2019_1,1,6,101,101,6,101,-1.54307690040366,101.202185863295,99.6591089628917
238,ESP_2019_1,1,9,11,101,9,11,0.728342518932607,101.202185863295,101.930528382228
241,ESP_2019_1,1,12,38,94,12,38,-2.0702765905705,97.1631119382609,95.0928353476903
241,ESP_2019_1,1,6,84,93,6,84,-5.04980028684035,97.1631119382609,92.1133116514205
241,ESP_2019_1,1,3,15,98,3,15,0.179108163601384,97.1631119382609,97.3422201018622
241,ESP_2019_1,1,10,114,101,10,114,3.54716211294567,97.1631119382609,100.710274051207
241,ESP_2019_1,1,13,105,94,13,105,-2.35476155374359,97.1631119382609,94.8083503845173
2410,ESP_2019_1,1,12,62,101,12,62,2.17342741943227,99.3793554868309,101.552782906263
2410,ESP_2019_1,1,6,42,101,6,42,0.955020227242343,99.3793554868309,100.334375714073
2410,ESP_2019_1,1,10,129,101,10,129,0.899368479628635,99.3793554868309,100.27872396646
2410,ESP_2019_1,1,4,124,98,4,124,-2.53746534934102,99.3793554868309,96.8418901374899
2410,ESP_2019_1,1,13,113,94,13,113,-4.53171983782296,99.3793554868309,94.847635649008
2422,ESP_2019_1,1,1,62,116,1,62,7.58855151865656,107.727372799844,115.315924318501
2422,ESP_2019_1,1,7,120,108,7,120,-0.432600470472252,107.727372799844,107.294772329372
2443,ESP_2019_1,1,7,109,108,7,109,2.12873225121794,105.35883655263,107.487568803848
2443,ESP_2019_1,1,4,61,108,4,61,2.13399021380732,105.35883655263,107.492826766438
249,ESP_2019_1,1,1,94,98,1,94,0.0426765823039119,98.0213299109303,98.0640064932342
249,ESP_2019_1,1,5,29,98,5,29,-0.376216064582636,98.0213299109303,97.6451138463477
249,ESP_2019_1,1,9,56,93,9,56,-4.32764162522196,98.0213299109303,93.6936882857083
249,ESP_2019_1,1,2,87,98,2,87,-0.0390514887938735,98.0213299109303,97.9822784221364
25,ESP_2019_1,1,9,26,101,9,26,1.32962714366512,100.732548799503,102.062175943168
25,ESP_2019_1,1,2,103,98,2,103,-2.71633690936952,100.732548799503,98.0162118901335
25,ESP_2019_1,1,9,96,101,9,96,0.278403025959747,100.732548799503,101.010951825463
25,ESP_2019_1,1,6,33,101,6,33,-0.237677286652414,100.732548799503,100.494871512851
25,ESP_2019_1,1,7,102,101,7,102,-0.0424242341516532,100.732548799503,100.690124565351
26,ESP_2019_1,1,10,11,94,10,11,-8.00494110806631,103.201045220898,95.1961041128316
26,ESP_2019_1,1,12,42,94,12,42,-8.12838534532388,103.201045220898,95.072659875574
26,ESP_2019_1,1,6,16,116,6,16,12.9708685282168,103.201045220898,116.171913749115
26,ESP_2019_1,1,2,108,108,2,108,4.78938219846542,103.201045220898,107.990427419363
261,ESP_2019_1,1,5,56,108,5,56,5.25408433207582,102.307024373732,107.561108705808
261,ESP_2019_1,1,3,67,98,3,67,-4.71922975879421,102.307024373732,97.5877946149383
262,ESP_2019_1,1,4,99,108,4,99,4.8087569501968,101.720637034346,106.529393984542
262,ESP_2019_1,1,11,46,94,11,46,-6.29939420882097,101.720637034346,95.4212428255247
262,ESP_2019_1,1,10,24,101,10,24,0.883261475838694,101.720637034346,102.603898510184
262,ESP_2019_1,1,13,104,101,13,104,0.0747533380230152,101.720637034346,101.795390372369
262,ESP_2019_1,1,7,15,101,7,15,0.3511896430403,101.720637034346,102.071826677386
2625,ESP_2019_1,1,13,16,94,13,16,-4.68271901885196,99.7413347565163,95.0586157376643
2625,ESP_2019_1,1,10,119,94,10,119,-6.16210779170224,99.7413347565163,93.5792269648141
2625,ESP_2019_1,1,2,14,98,2,14,-2.3853669993009,99.7413347565163,97.3559677572154
2625,ESP_2019_1,1,9,67,101,9,67,1.85950408252843,99.7413347565163,101.600838839045
2625,ESP_2019_1,1,11,70,108,11,70,8.77148775206456,99.7413347565163,108.512822508581
2651,ESP_2019_1,1,13,107,101,13,107,2.35702012559445,99.4708360038897,101.827856129484
2651,ESP_2019_1,1,10,89,101,10,89,1.9227309344256,99.4708360038897,101.393566938315
2651,ESP_2019_1,1,3,102,98,3,102,-2.46412352935687,99.4708360038897,97.0067124745329
2651,ESP_2019_1,1,12,57,94,12,57,-4.7452507623987,99.4708360038897,94.725585241491
2652,ESP_2019_1,1,12,107,101,12,107,0.332566494204201,100.673894846621,101.006461340825
2652,ESP_2019_1,1,7,45,93,7,45,-7.67953700015931,100.673894846621,92.9943578464612
2652,ESP_2019_1,1,11,51,108,11,51,8.61923912503862,100.673894846621,109.293133971659
2652,ESP_2019_1,1,2,124,98,2,124,-2.73232420746778,100.673894846621,97.9415706391528
2653,ESP_2019_1,1,10,78,101,10,78,-4.96144096226823,106.705717939028,101.74427697676
2653,ESP_2019_1,1,11,104,116,11,104,9.0029729590451,106.705717939028,115.708690898073
2653,ESP_2019_1,1,13,6,108,13,6,2.38619750338243,106.705717939028,109.091915442411
