Genotype,Envir,Management,Row,Position,Fruit_weight_single,R,P,Fruit_weight_single_spats_residuals,Fruit_weight_single_spats_geno_pred_values,Fruit_weight_single_spats_adj_pheno
249,BEL_2018_1,1,25,21,231.67,25,21,-2.087961127092,234.046126790624,231.958165663532
25,BEL_2018_1,1,19,29,194,19,29,25.1751309999605,158.613088760361,183.788219760321
25,BEL_2018_1,1,24,65,104,24,65,-52.7449073749472,158.613088760361,105.868181385413
25,BEL_2018_1,1,25,42,178,25,42,19.8929709223835,158.613088760361,178.506059682744
26,BEL_2018_1,1,26,105,140,26,105,-7.18623355076318,159.448307490549,152.262073939786
261,BEL_2018_1,1,20,54,154.29,20,54,-5.6648777950368,148.984932221905,143.320054426868
261,BEL_2018_1,1,21,75,148,21,75,-7.66709664931116,148.984932221905,141.317835572594
262,BEL_2018_1,1,22,18,90,22,18,-30.8649759852959,119.13427989451,88.2693039092136
2625,BEL_2018_1,1,25,79,138.18,25,79,-11.0709669958995,152.834389891527,141.763422895627
2651,BEL_2018_1,1,17,93,340,17,93,60.3146713405229,274.371359256018,334.686030596541
2653,BEL_2018_1,1,19,110,165.45,19,110,-12.8257762669515,177.894949975348,165.069173708397
2653,BEL_2018_1,1,23,20,192.73,23,20,16.4743146857929,177.894949975348,194.369264661141
267,BEL_2018_1,1,22,2,169.82,22,2,-0.45615441014067,170.906542527681,170.450388117541
2671,BEL_2018_1,1,23,36,257.5,23,36,31.9971314308323,226.159589204144,258.156720634976
270,BEL_2018_1,1,26,64,100,26,64,-24.1050014971108,130.643412983764,106.538411486653
2720,BEL_2018_1,1,25,81,220,25,81,19.711682829337,205.243110412258,224.954793241595
2722,BEL_2018_1,1,17,3,108.18,17,3,-49.6983783811813,154.447017883541,104.748639502359
2722,BEL_2018_1,1,23,111,190,23,111,39.5746003699261,154.447017883541,194.021618253467
2732,BEL_2018_1,1,20,11,130,20,11,-47.3008336251206,176.50313755089,129.202303925769
2732,BEL_2018_1,1,21,88,230,21,88,50.1318807169693,176.50313755089,226.635018267859
2762,BEL_2018_1,1,25,68,164.44,25,68,-18.7588150842718,187.765815126759,169.007000042487
2762,BEL_2018_1,1,20,53,228,20,53,28.205079194734,187.765815126759,215.970894321493
2784,BEL_2018_1,1,22,7,246.67,22,7,44.4111111929058,201.42910523834,245.840216431246
2784,BEL_2018_1,1,17,105,178,17,105,-26.9396125263162,201.42910523834,174.489492712024
2785,BEL_2018_1,1,25,103,125.45,25,103,-42.4532818889496,173.286238035847,130.832956146898
2785,BEL_2018_1,1,19,53,228.89,19,53,43.3948592454067,173.286238035847,216.681097281254
2794,BEL_2018_1,1,26,109,231.43,26,109,13.2393995956527,230.785079534101,244.024479129753
2794,BEL_2018_1,1,22,1,251.58,22,1,21.4745478093602,230.785079534101,252.259627343461
2796,BEL_2018_1,1,19,49,320,19,49,50.3746198673815,257.448015015832,307.822634883213
2802,BEL_2018_1,1,21,15,176.67,21,15,-4.71922892859581,182.857920981699,178.138692053103
2802,BEL_2018_1,1,20,111,192.22,20,111,11.2828050942736,182.857920981699,194.140726075972
2809,BEL_2018_1,1,17,71,187.32,17,71,-9.2326014693522,194.254004706109,185.021403236757
2809,BEL_2018_1,1,26,33,215.29,26,33,22.4897517422021,194.254004706109,216.743756448311
2813,BEL_2018_1,1,20,110,216.43,20,110,56.7939229903512,161.525026121086,218.318949111438
2813,BEL_2018_1,1,20,28,105.65,20,28,-62.7603804856375,161.525026121086,98.7646456354488
2817,BEL_2018_1,1,22,61,200,22,61,7.47173454843824,184.404097777423,191.875832325861
2820,BEL_2018_1,1,20,7,195.29,20,7,0.669493003808526,195.170616824132,195.840109827941
2820,BEL_2018_1,1,18,89,210,18,89,13.1260361795422,195.170616824132,208.296653003674
2827,BEL_2018_1,1,23,62,165,23,62,-9.18829022777285,174.855146693767,165.666856465994
2827,BEL_2018_1,1,26,7,180,26,7,11.0513776944686,174.855146693767,185.906524388236
2830,BEL_2018_1,1,24,99,153.33,24,99,11.276309017044,143.085592075016,154.36190109206
2830,BEL_2018_1,1,19,40,126.67,19,40,-28.0733045521054,143.085592075016,115.01228752291
2831,BEL_2018_1,1,18,52,171.25,18,52,-1.4883940298196,162.466389002569,160.977994972749
2831,BEL_2018_1,1,22,77,167.43,22,77,-3.92514701089183,162.466389002569,158.541241991677
2848,BEL_2018_1,1,22,87,110,22,87,-25.3319022484375,128.554564267101,103.222662018663
2849,BEL_2018_1,1,24,50,161.58,24,50,-5.57253822311233,166.807369005847,161.234830782735
2849,BEL_2018_1,1,21,73,176.59,21,73,2.70870391081584,166.807369005847,169.516072916663
2850,BEL_2018_1,1,17,14,121.14,17,14,-19.9343847692761,137.744058565905,117.809673796629
2855,BEL_2018_1,1,21,23,148,21,23,-24.1757511077166,169.461301545829,145.285550438113
2855,BEL_2018_1,1,20,76,201.43,20,76,22.8707237120231,169.461301545829,192.332025257853
286,BEL_2018_1,1,19,81,146.67,19,81,-11.0208665523682,154.468976673998,143.44811012163
286,BEL_2018_1,1,20,57,167.06,20,57,0.909986199184146,154.468976673998,155.378962873182
2862,BEL_2018_1,1,24,81,165,24,81,-3.61039883782217,169.90007294026,166.289674102438
2862,BEL_2018_1,1,26,3,166.15,26,3,2.56308706757969,169.90007294026,172.46316000784
2865,BEL_2018_1,1,18,67,135,18,67,-16.888398748596,146.016780299609,129.128381551013
2865,BEL_2018_1,1,17,7,151.43,17,7,1.81305830820168,146.016780299609,147.829838607811
2872,BEL_2018_1,1,23,60,182.76,23,60,19.4778305876048,162.954807064649,182.432637652254
2872,BEL_2018_1,1,25,28,137.5,25,28,-24.6044956652331,162.954807064649,138.350311399416
290,BEL_2018_1,1,19,94,222.86,19,94,-7.1930617426768,228.838188661477,221.645126918801
290,BEL_2018_1,1,24,22,270.59,24,22,40.7634883865556,228.838188661477,269.601677048033
2902,BEL_2018_1,1,22,56,183.91,22,56,-9.91140965980509,187.217849576597,177.306439916792
2902,BEL_2018_1,1,26,91,195,26,91,19.0358221494051,187.217849576597,206.253671726002
2936,BEL_2018_1,1,17,87,125,17,87,-18.0765641575022,140.907074153352,122.830509995849
2971,BEL_2018_1,1,22,110,177.14,22,110,12.0756873428986,165.876447175601,177.9521345185
2971,BEL_2018_1,1,22,42,155.79,22,42,-15.4863054810635,165.876447175601,150.390141694538
2974,BEL_2018_1,1,18,9,295,18,9,-46.3710334729224,338.502139139519,292.131105666596
2974,BEL_2018_1,1,25,107,480,25,107,144.353392949282,338.502139139519,482.855532088801
2975,BEL_2018_1,1,17,29,180,17,29,0.792655699456049,173.032692823023,173.825348522479
2979,BEL_2018_1,1,25,22,180,25,22,2.70383852881329,176.286559768737,178.99039829755
2980,BEL_2018_1,1,21,97,195.56,21,97,9.13837568822819,187.24162249344,196.379998181668
2992,BEL_2018_1,1,23,90,152.5,23,90,-7.03799932509696,159.700682323407,152.66268299831
2997,BEL_2018_1,1,19,13,118.33,19,13,-20.8234251644603,136.230430926071,115.40700576161
30,BEL_2018_1,1,17,78,260,17,78,9.81827083689987,247.87511734647,257.69338818337
30,BEL_2018_1,1,23,45,282,23,45,34.9336367444178,247.87511734647,282.808754090888
3026,BEL_2018_1,1,17,97,91.67,17,97,-24.4568239145067,113.397925910858,88.9411019963517
3026,BEL_2018_1,1,21,24,103.23,21,24,-9.77744203241848,113.397925910858,103.62048387844
3042,BEL_2018_1,1,17,11,220,17,11,40.239368909042,176.142042829159,216.381411738201
3042,BEL_2018_1,1,20,90,141.25,20,90,-37.6204134741228,176.142042829159,138.521629355036
3062,BEL_2018_1,1,21,18,83.87,21,18,-25.1612161721056,109.391844490424,84.2306283183186
3062,BEL_2018_1,1,19,74,103.64,19,74,-11.4260513423323,109.391844490424,97.965793148092
308,BEL_2018_1,1,23,64,156.84,23,64,-20.674550733046,176.964912260361,156.290361527315
308,BEL_2018_1,1,19,24,207,19,24,23.7768246176598,176.964912260361,200.741736878021
3160,BEL_2018_1,1,21,62,141.18,21,62,-18.5566304513806,152.495611463632,133.938981012251
3160,BEL_2018_1,1,24,26,160,24,26,7.28667943887854,152.495611463632,159.782290902511
317,BEL_2018_1,1,21,17,153.33,21,17,-24.0032769980626,178.228185980782,154.22490898272
317,BEL_2018_1,1,25,85,202.67,25,85,27.8475440506607,178.228185980782,206.075730031443
3170,BEL_2018_1,1,24,113,115.65,24,113,-26.9849218593661,146.670438530984,119.685516671618
3170,BEL_2018_1,1,25,11,157.65,25,11,12.293512418276,146.670438530984,158.96395094926
3173,BEL_2018_1,1,20,46,172,20,46,-4.48971031833889,164.039248597572,159.549538279233
3190,BEL_2018_1,1,17,85,215.71,17,85,15.3976465533509,197.898287182677,213.295933736028
32,BEL_2018_1,1,20,106,123.26,20,106,-26.8705357290539,152.381152447018,125.510616717964
32,BEL_2018_1,1,23,39,188.7,23,39,37.3992439796838,152.381152447018,189.780396426702
32,BEL_2018_1,1,25,75,111.11,25,75,-37.1317356580933,152.381152447018,115.249416788925
32,BEL_2018_1,1,20,34,177.39,20,34,15.2658480445493,152.381152447018,167.647000491567
321,BEL_2018_1,1,20,45,165.33,20,45,3.68031317424811,150.532631136056,154.212944310304
321,BEL_2018_1,1,26,89,120.95,26,89,-16.1032352083134,150.532631136056,134.429395927742
323,BEL_2018_1,1,24,83,158.62,24,83,-15.5047726628846,174.568825466442,159.064052803557
323,BEL_2018_1,1,19,41,205,19,41,17.1996872379173,174.568825466442,191.768512704359
324,BEL_2018_1,1,20,71,169,20,71,2.62261493531506,156.756858269429,159.379473204744
324,BEL_2018_1,1,18,43,157.14,18,43,-11.3896911029739,156.756858269429,145.367167166455
327,BEL_2018_1,1,22,71,157.96,22,71,-4.61707158827821,154.244510913666,149.627439325388
327,BEL_2018_1,1,26,46,147.11,26,46,-5.62565039029508,154.244510913666,148.618860523371
330,BEL_2018_1,1,23,113,83.57,23,113,-30.3050270551388,120.08761585334,89.7825887982013
333,BEL_2018_1,1,21,40,173.85,21,40,-10.2707364724369,179.245882748579,168.975146276142
333,BEL_2018_1,1,26,106,181.43,26,106,14.7127552526116,179.245882748579,193.95863800119
334,BEL_2018_1,1,20,1,132,20,1,-61.9730810648289,197.970884416932,135.997803352103
334,BEL_2018_1,1,24,76,219,24,76,20.7712251348028,197.970884416932,218.742109551735
334,BEL_2018_1,1,24,10,229.14,24,10,31.3850642669055,197.970884416932,229.355948683838
334,BEL_2018_1,1,21,64,231.61,21,64,25.2570787392348,197.970884416932,223.227963156167
338,BEL_2018_1,1,19,25,135.79,19,25,-33.3248357608874,159.053693560586,125.728857799698
338,BEL_2018_1,1,19,76,191.43,19,76,25.9068227981953,159.053693560586,184.960516358781
345,BEL_2018_1,1,17,91,136.67,17,91,6.46414941496471,126.855922614223,133.320072029187
345,BEL_2018_1,1,21,13,92.5,21,13,-32.793761408261,126.855922614223,94.0621612059616
353,BEL_2018_1,1,20,44,255,20,44,27.3938021304124,218.32223276666,245.716034897073
37,BEL_2018_1,1,25,38,134.67,25,38,-35.7628465151944,169.759986898561,133.997140383366
37,BEL_2018_1,1,25,105,200,25,105,34.6332541717153,169.759986898561,204.393241070276
378,BEL_2018_1,1,26,72,137.14,26,72,12.9037415680208,134.22270756113,147.126449129151
378,BEL_2018_1,1,20,49,110.77,20,49,-34.9064179081412,134.22270756113,99.316289652989
40,BEL_2018_1,1,20,109,133.33,20,109,-28.666741572435,165.238252422754,136.571510850319
40,BEL_2018_1,1,18,24,112,18,24,-60.2325263116936,165.238252422754,105.005726111061
40,BEL_2018_1,1,20,101,250,20,101,85.1138013352036,165.238252422754,250.352053757958
409,BEL_2018_1,1,17,23,118.86,17,23,-11.1988861610592,123.374162849426,112.175276688366
409,BEL_2018_1,1,21,67,113.1,21,67,-17.1757631953023,123.374162849426,106.198399654123
410,BEL_2018_1,1,23,108,153.57,23,108,0.986887953066287,157.856213708085,158.843101661152
410,BEL_2018_1,1,19,43,161,19,43,-9.10824956854026,157.856213708085,148.747964139545
424,BEL_2018_1,1,21,87,166.67,21,87,11.8041406566915,151.069618942799,162.87375959949
424,BEL_2018_1,1,22,28,130,22,28,-23.9116589287272,151.069618942799,127.157960014072
428,BEL_2018_1,1,26,84,60,26,84,-36.4752996709559,109.582474324102,73.1071746531458
43,BEL_2018_1,1,17,20,150,17,20,-10.0804428166671,154.520797824994,144.440355008327
435,BEL_2018_1,1,23,9,150.59,23,9,-6.55288175821858,160.526614825208,153.973733066989
445,BEL_2018_1,1,22,70,188.97,22,70,14.5596484790712,164.924050329768,179.483698808839
445,BEL_2018_1,1,26,31,143.9,26,31,-18.5296639524242,164.924050329768,146.394386377344
447,BEL_2018_1,1,17,48,270,17,48,-21.2559772772004,285.840278682855,264.584301405654
447,BEL_2018_1,1,21,70,383.08,21,70,88.3070033137052,285.840278682855,374.14728199656
46,BEL_2018_1,1,23,2,95,23,2,-27.087883211254,125.564934847851,98.4770516365971
462,BEL_2018_1,1,20,85,281.82,20,85,71.541237467735,204.421019092182,275.962256559917
462,BEL_2018_1,1,21,37,156.67,21,37,-52.3124160587656,204.421019092182,152.108603033417
465,BEL_2018_1,1,18,10,115,18,10,-4.4216557207472,115.199925819584,110.778270098837
465,BEL_2018_1,1,22,72,94.15,22,72,-28.7541922448904,115.199925819584,86.4457335746937
472,BEL_2018_1,1,24,107,132,24,107,-10.5602437815259,142.991540173613,132.431296392087
472,BEL_2018_1,1,25,37,136.67,25,37,-6.29199383381402,142.991540173613,136.699546339799
473,BEL_2018_1,1,18,49,228,18,49,-5.06799071984625,221.786825939436,216.71883521959
473,BEL_2018_1,1,18,60,265.71,18,60,34.4967472884672,221.786825939436,256.283573227904
488,BEL_2018_1,1,20,112,145.83,20,112,-7.13257935428305,156.648222602872,149.515643248589
488,BEL_2018_1,1,18,23,165,18,23,-1.69830477603861,156.648222602872,154.949917826833
489,BEL_2018_1,1,24,77,180,24,77,2.99281578525495,176.778555368715,179.77137115397
49,BEL_2018_1,1,23,61,158.33,23,61,-5.04138499687107,163.0999998906,158.058614893729
491,BEL_2018_1,1,17,90,212.8,17,90,7.02975569893826,204.291140963328,211.320896662266
491,BEL_2018_1,1,23,31,215,23,31,12.122780829944,204.291140963328,216.413921793272
5,BEL_2018_1,1,20,10,222.22,20,10,52.7843448060528,168.521185984818,221.305530790871
5,BEL_2018_1,1,26,96,100,26,96,-54.6415560334124,168.521185984818,113.879629951406
50,BEL_2018_1,1,19,85,272.63,19,85,16.6446649255711,252.2002559243,268.844920849872
50,BEL_2018_1,1,17,6,287.37,17,6,30.6476448056972,252.2002559243,282.847900729998
508,BEL_2018_1,1,18,77,208,18,77,-5.21110563666116,208.176055464213,202.964949827552
508,BEL_2018_1,1,23,56,233.75,23,56,26.6454754462165,208.176055464213,234.821530910429
515,BEL_2018_1,1,23,43,207.78,23,43,1.18170934136913,207.442618701403,208.624328042773
515,BEL_2018_1,1,25,102,222.38,25,102,19.8218709580783,207.442618701403,227.264489659482
52,BEL_2018_1,1,21,4,193.85,21,4,48.897248136407,148.59217786757,197.489426003977
52,BEL_2018_1,1,21,109,80,21,109,-62.4599097571773,148.59217786757,86.1322681103928
522,BEL_2018_1,1,24,12,186.15,24,12,-9.64774427964664,196.872472548689,187.224728269042
522,BEL_2018_1,1,20,92,224,20,92,24.4428710166408,196.872472548689,221.31534356533
526,BEL_2018_1,1,25,7,84,25,7,-68.9302848783941,154.036102443097,85.1058175647024
526,BEL_2018_1,1,22,64,221.05,22,64,58.5651526423974,154.036102443097,212.601255085494
533,BEL_2018_1,1,24,56,132.8,24,56,9.48796372875208,124.842135547044,134.330099275796
533,BEL_2018_1,1,21,94,88.24,21,94,-37.0003884580893,124.842135547044,87.8417470889545
543,BEL_2018_1,1,26,78,100.87,26,78,-9.39057679558989,120.523130055035,111.132553259445
543,BEL_2018_1,1,24,11,99.09,24,11,-20.6586477703544,120.523130055035,99.8644822846808
546,BEL_2018_1,1,24,110,161.05,24,110,-4.17503092103794,167.125128470364,162.950097549326
546,BEL_2018_1,1,26,2,161.05,26,2,1.49783498166181,167.125128470364,168.622963452026
548,BEL_2018_1,1,23,1,240.69,23,1,26.7952986224297,217.30325606197,244.0985546844
549,BEL_2018_1,1,18,98,176,18,98,0.700899754226924,172.876474572907,173.577374327133
55,BEL_2018_1,1,25,62,138.46,25,62,-1.41445769123632,142.76527967856,141.350821987324
55,BEL_2018_1,1,25,17,125.95,25,17,-15.5706757002128,142.76527967856,127.194603978348
56,BEL_2018_1,1,18,101,161.48,18,101,-16.90382733402,175.235097249123,158.331269915103
56,BEL_2018_1,1,17,25,201.18,17,25,18.9900815710589,175.235097249123,194.225178820182
560,BEL_2018_1,1,23,41,270,23,41,11.488708160492,258.320802721336,269.809510881828
560,BEL_2018_1,1,18,117,301.43,18,117,39.3985500243946,258.320802721336,297.719352745731
562,BEL_2018_1,1,26,111,168,26,111,-6.39243218687659,185.081293467008,178.688861280131
562,BEL_2018_1,1,26,40,196.67,26,40,14.2619226348784,185.081293467008,199.343216101886
565,BEL_2018_1,1,24,90,181.54,24,90,3.91619245848887,178.350641926488,182.266834384977
567,BEL_2018_1,1,18,30,230,18,30,7.1037433543089,211.789797252352,218.893540606661
567,BEL_2018_1,1,19,116,226.79,19,116,16.4531844363954,211.789797252352,228.242981688747
57,BEL_2018_1,1,24,60,183.16,24,60,3.37026354094934,180.202369328165,183.572632869114
57,BEL_2018_1,1,22,9,182.05,22,9,1.63355470979775,180.202369328165,181.835924037962
577,BEL_2018_1,1,22,98,300,22,98,38.4279698924516,259.195791942719,297.623761835171
577,BEL_2018_1,1,22,16,273.64,22,16,12.9732196865813,259.195791942719,272.169011629301
584,BEL_2018_1,1,22,75,244,22,75,21.296457263954,214.850337669551,236.146794933505
584,BEL_2018_1,1,21,47,224.17,21,47,4.0581015889579,214.850337669551,218.908439258509
587,BEL_2018_1,1,17,50,276,17,50,84.6392425467582,184.716725253205,269.355967799963
587,BEL_2018_1,1,21,108,101.38,21,108,-76.9838839369584,184.716725253205,107.732841316247
592,BEL_2018_1,1,20,107,300,20,107,12.1767327094599,288.294883609587,300.471616319047
592,BEL_2018_1,1,22,39,350,22,39,56.3160236949706,288.294883609587,344.610907304558
6,BEL_2018_1,1,20,12,113.33,20,12,-18.2946892325592,130.690437350444,112.395748117885
6,BEL_2018_1,1,20,104,137.39,20,104,7.81146426385053,130.690437350444,138.501901614295
6,BEL_2018_1,1,19,67,124.55,19,67,-13.5941564186496,130.690437350444,117.096280931795
601,BEL_2018_1,1,21,58,144.44,21,58,-7.65240192379224,144.417042812084,136.764640888292
601,BEL_2018_1,1,23,73,116.67,23,73,-28.1132686180092,144.417042812084,116.303774194075
601,BEL_2018_1,1,18,102,106.67,18,102,-40.0995355339093,144.417042812084,104.317507278175
601,BEL_2018_1,1,19,46,217.78,19,46,59.8502479838744,144.417042812084,204.267290795958
603,BEL_2018_1,1,24,66,105.88,24,66,-25.2146496229032,132.099889185452,106.885239562549
603,BEL_2018_1,1,22,38,140,22,38,1.96512020085683,132.099889185452,134.065009386309
639,BEL_2018_1,1,20,102,208,20,102,13.9880376391576,195.498370344884,209.486407984042
65,BEL_2018_1,1,23,100,108.4,23,100,-34.9380085399821,145.43446509122,110.496456551238
65,BEL_2018_1,1,21,3,167.25,21,3,25.5525216418409,145.43446509122,170.986986733061
65,BEL_2018_1,1,25,31,180,25,31,34.4321003216932,145.43446509122,179.866565412913
65,BEL_2018_1,1,23,77,129.19,23,77,-17.9025422746598,145.43446509122,127.53192281656
65,BEL_2018_1,1,25,110,122,25,110,-19.5325811270032,145.43446509122,125.901883964216
65,BEL_2018_1,1,21,41,159.23,21,41,7.25868829489758,145.43446509122,152.693153386117
65,BEL_2018_1,1,18,110,227.06,18,110,77.4151784295006,145.43446509122,222.84964352072
65,BEL_2018_1,1,20,27,139.46,20,27,-14.4110627107983,145.43446509122,131.023402380421
65,BEL_2018_1,1,17,33,213.46,17,33,60.8772448386289,145.43446509122,206.311709929849
65,BEL_2018_1,1,26,16,129.43,26,16,-11.144457904559,145.43446509122,134.290007186661
65,BEL_2018_1,1,26,117,107.62,26,117,-27.0059706170482,145.43446509122,118.428494474171
65,BEL_2018_1,1,24,89,127.27,24,89,-16.8948795999586,145.43446509122,128.539585491261
65,BEL_2018_1,1,24,106,144.71,24,106,1.51388511739268,145.43446509122,146.948350208612
65,BEL_2018_1,1,26,73,111.25,26,73,-24.2125641575157,145.43446509122,121.221900933704
65,BEL_2018_1,1,24,1,142.29,24,1,-2.14540950641899,145.43446509122,143.289055584801
65,BEL_2018_1,1,26,101,113.06,26,101,-20.0819356055338,145.43446509122,125.352529485686
65,BEL_2018_1,1,25,86,134.29,25,86,-7.33160123321426,145.43446509122,138.102863858005
65,BEL_2018_1,1,17,46,205.41,17,46,52.7012657041917,145.43446509122,198.135730795411
65,BEL_2018_1,1,23,30,134.67,23,30,-9.80320748568502,145.43446509122,135.631257605535
65,BEL_2018_1,1,24,47,74,24,47,-69.764031172977,145.43446509122,75.6704339182426
652,BEL_2018_1,1,23,18,154.29,23,18,1.63999360107846,155.356572383861,156.99656598494
652,BEL_2018_1,1,19,97,145,19,97,-11.229538045817,155.356572383861,144.127034338044
