Genotype,Envir,Management,Row,Position,Powdery_mildew,R,P,Powdery_mildew_spats_residuals,Powdery_mildew_spats_geno_pred_values,Powdery_mildew_spats_adj_pheno
GaCr_041,BEL_2021_2,2,15,38,8,15,38,0.449387830856431,6.34621009812837,6.7955979289848
GaCr_043,BEL_2021_2,2,12,16,3,12,16,-1.87740990033283,5.14986844428345,3.27245854395062
GaCr_043,BEL_2021_2,2,13,72,8,13,72,2.11577545978246,5.14986844428345,7.26564390406592
GaCr_052,BEL_2021_2,2,15,45,8,15,45,0.294216438113152,6.65955877137472,6.95377520948788
GaCr_052,BEL_2021_2,2,14,88,8,14,88,0.641653066328586,6.65955877137472,7.30121183770331
GaPi_014,BEL_2021_2,2,14,10,9,14,10,0.732386114102592,8.26709711769595,8.99948323179854
GaPi_014,BEL_2021_2,2,14,99,9,14,99,0.946194871074063,8.26709711769595,9.21329198877001
GaPi_023,BEL_2021_2,2,12,100,9,12,100,1.84183075975931,7.38027980805361,9.22211056781292
GaPi_023,BEL_2021_2,2,15,30,8,15,30,-0.572975240039263,7.38027980805361,6.80730456801435
GaPi_035,BEL_2021_2,2,14,72,7,14,72,0.485382321720445,5.68451605352941,6.16989837524985
GaPi_038,BEL_2021_2,2,12,33,7,12,33,0.645802346911848,5.88377538762751,6.52957773453936
GaPi_038,BEL_2021_2,2,12,77,6,12,77,-0.0683586473605553,5.88377538762751,5.81541674026695
I_BB002,BEL_2021_2,2,13,29,8,13,29,0.418367330746952,6.33649235672139,6.75485968746834
I_BB002,BEL_2021_2,2,12,86,7,12,86,0.36823970928639,6.33649235672139,6.70473206600778
I_BB012,BEL_2021_2,2,12,94,7,12,94,0.705999369352501,6.16202363637944,6.86802300573194
I_BB028,BEL_2021_2,2,14,40,4,14,40,-0.780436587735893,3.48569743422442,2.70526084648853
I_BB028,BEL_2021_2,2,12,79,4,12,79,0.249925362438481,3.48569743422442,3.7356227966629
I_BB039,BEL_2021_2,2,12,102,2,12,102,-0.808839491475415,3.19790544150346,2.38906595002805
I_BB039,BEL_2021_2,2,12,15,3,12,15,0.145363215890641,3.19790544150346,3.3432686573941
I_CC003,BEL_2021_2,2,12,24,3,12,24,-0.579151500850137,3.38041953001155,2.80126802916141
I_CC059,BEL_2021_2,2,13,91,8,13,91,-0.0640615879348214,7.40844881227973,7.34438722434491
I_CC059,BEL_2021_2,2,12,47,9,12,47,1.34593169165374,7.40844881227973,8.75438050393348
I_CC067,BEL_2021_2,2,12,13,3,12,13,0.00106805524131293,3.41677043722622,3.41783849246753
I_CC067,BEL_2021_2,2,15,88,4,15,88,-0.563424786507714,3.41677043722622,2.85334565071851
I_J030,BEL_2021_2,2,14,20,8,14,20,0.439138163207775,6.64310190629759,7.08224006950537
I_J030,BEL_2021_2,2,12,62,7,12,62,0.489127975094883,6.64310190629759,7.13222988139247
I_J033,BEL_2021_2,2,14,70,1,14,70,-0.684428738971029,0.888924853333986,0.204496114362956
I_J033,BEL_2021_2,2,15,35,1,15,35,-1.04583788444713,0.888924853333986,-0.15691303111314
I_J046,BEL_2021_2,2,12,81,3,12,81,-0.601579365032894,3.33187624956543,2.73029688453254
I_J056,BEL_2021_2,2,15,67,1,15,67,-1.44995855116313,1.78302297842029,0.333064427257161
I_J056,BEL_2021_2,2,13,3,1,13,3,0.132781260217073,1.78302297842029,1.91580423863736
I_J063,BEL_2021_2,2,15,34,1,15,34,-1.53341215902728,1.31500026533614,-0.218411893691146
I_M056,BEL_2021_2,2,13,96,4,13,96,-1.30985793165642,5.0970838011067,3.78722586945028
I_M056,BEL_2021_2,2,15,12,7,15,12,1.52383604144828,5.0970838011067,6.62091984255499
I_W046,BEL_2021_2,2,15,84,7,15,84,1.19609566154204,4.61908378097439,5.81517944251643
I_W046,BEL_2021_2,2,14,16,4,14,16,-1.20296211421816,4.61908378097439,3.41612166675623
I_W049,BEL_2021_2,2,13,35,3,13,35,-1.0042475300489,2.86692163166223,1.86267410161333
I_W049,BEL_2021_2,2,12,70,3,12,70,0.187850811807798,2.86692163166223,3.05477244347003
I_W050,BEL_2021_2,2,13,38,4,13,38,0.0349620882568971,2.7929500213129,2.8279121095698
I_W050,BEL_2021_2,2,15,90,3,15,90,-0.88553501410177,2.7929500213129,1.90741500721113
JoPr_1990_102_097,BEL_2021_2,2,14,6,2,14,6,0.0762915374792177,2.44381099999427,2.52010253747349
JoPr_1990_102_097,BEL_2021_2,2,12,101,1,12,101,-1.08817293854604,2.44381099999427,1.35563806144823
JoPr_1990_102_202,BEL_2021_2,2,14,71,7,14,71,0.588056643564638,5.65446603390323,6.24252267746786
JoPr_1990_102_202,BEL_2021_2,2,13,15,6,13,15,-0.116557968616134,5.65446603390323,5.53790806528709
JoPr_1990_102_232,BEL_2021_2,2,13,94,5,13,94,0.342717273469184,4.22794557508546,4.57066284855464
JoPr_1990_102_232,BEL_2021_2,2,13,5,3,13,5,-0.530296576157589,4.22794557508546,3.69764899892787
JoPr_1990_102_242,BEL_2021_2,2,12,36,3,12,36,-1.79465714268533,4.45567046320398,2.66101332051866
JoPr_1990_102_242,BEL_2021_2,2,14,73,7,14,73,1.71229081313795,4.45567046320398,6.16796127634194
JoPr_1990_102_257,BEL_2021_2,2,14,85,8,14,85,0.562632223922762,6.61680803064606,7.17944025456882
JoPr_1990_102_257,BEL_2021_2,2,13,23,8,13,23,0.353485673335393,6.61680803064606,6.97029370398145
Modi,BEL_2021_2,2,14,44,5,14,44,-0.893607748865687,4.63505575200006,3.74144800313437
Modi,BEL_2021_2,2,15,24,4,15,24,-1.66006238676893,4.63505575200006,2.97499336523114
Modi,BEL_2021_2,2,14,80,6,14,80,0.418011942081838,4.63505575200006,5.0530676940819
Modi,BEL_2021_2,2,14,12,7,14,12,2.02553668202388,4.63505575200006,6.66059243402395
Modi,BEL_2021_2,2,13,73,4,13,73,-1.38098558206562,4.63505575200006,3.25407016993444
Modi,BEL_2021_2,2,13,81,7,13,81,1.49161997732916,4.63505575200006,6.12667572932922
NOVADI_0114,BEL_2021_2,2,13,95,4,13,95,0.502429523545709,3.22311401790542,3.72554354145113
NOVADI_0114,BEL_2021_2,2,14,2,1,14,2,-1.15425898575925,3.22311401790542,2.06885503214618
NOVADI_0268,BEL_2021_2,2,15,46,9,15,46,0.586571891499887,7.40655042772018,7.99312231922006
NOVADI_0268,BEL_2021_2,2,14,77,9,14,77,0.694421124583471,7.40655042772018,8.10097155230365
NOVADI_0347,BEL_2021_2,2,15,79,9,15,79,0.75627364044405,7.17190861196696,7.92818225241101
NOVADI_0347,BEL_2021_2,2,14,33,9,14,33,0.41631065816193,7.17190861196696,7.58821927012889
NOVADI_0356,BEL_2021_2,2,12,38,2,12,38,-1.20763231028332,2.77537226243337,1.56773995215005
NOVADI_0356,BEL_2021_2,2,14,81,4,14,81,0.348938145305773,2.77537226243337,3.12431040773915
NOVADI_0382,BEL_2021_2,2,13,87,8,13,87,0.647376168262311,6.48314079098021,7.13051695924252
NOVADI_0382,BEL_2021_2,2,12,27,7,12,27,0.206985072474902,6.48314079098021,6.69012586345511
NOVADI_0830,BEL_2021_2,2,15,9,3,15,9,-2.22332417075715,5.28408578510934,3.06076161435218
NOVADI_0830,BEL_2021_2,2,13,97,8,13,97,2.52370054330696,5.28408578510934,7.8077863284163
NOVADI_0980,BEL_2021_2,2,15,91,4,15,91,-1.0105459507563,3.89682326414176,2.88627731338546
NOVADI_0980,BEL_2021_2,2,12,34,5,12,34,0.669982215423933,3.89682326414176,4.56680547956569
NOVADI_1015,BEL_2021_2,2,15,37,3,15,37,-1.08288197385188,2.93287648088239,1.84999450703051
NOVADI_1015,BEL_2021_2,2,14,67,4,14,67,0.29695757612373,2.93287648088239,3.22983405700612
TeBr_021,BEL_2021_2,2,13,7,7,13,7,0.209870868268158,7.16205968414966,7.37193055241782
TeBr_021,BEL_2021_2,2,14,84,9,14,84,0.958163049452923,7.16205968414966,8.12022273360258
TeBr_027,BEL_2021_2,2,14,87,9,14,87,0.422054982265751,7.77038488160336,8.1924398638691
TeBr_027,BEL_2021_2,2,14,11,9,14,11,1.02703606183938,7.77038488160336,8.79742094344274
TeBr_043,BEL_2021_2,2,12,23,8,12,23,0.924991189744595,6.88200227572596,7.80699346547055
TeBr_043,BEL_2021_2,2,12,95,7,12,95,0.113651194034442,6.88200227572596,6.9956534697604
1,BEL_2023_1,1,17,112,2,17,112,0.179007881919716,1.8120227788109,1.99103066073061
1,BEL_2023_1,1,19,44,3,19,44,1.18392250369151,1.8120227788109,2.9959452825024
101,BEL_2023_1,1,18,91,1,18,91,-0.0944980103695425,1.11734335134063,1.02284534097109
101,BEL_2023_1,1,17,17,1,17,17,-0.232931785034808,1.11734335134063,0.884411566305824
1015,BEL_2023_1,1,22,108,1,22,108,0.0118347437811809,1.17035200621868,1.18218674999986
1015,BEL_2023_1,1,18,40,1,18,40,-0.210278828781883,1.17035200621868,0.960073177436797
1020,BEL_2023_1,1,26,35,1,26,35,-0.25829732799923,1.12424059740486,0.865943269405633
1020,BEL_2023_1,1,25,77,1,25,77,-0.0523494310222805,1.12424059740486,1.07189116638258
1091,BEL_2023_1,1,22,94,1,22,94,0.016589952313942,1.15697684210823,1.17356679442217
1091,BEL_2023_1,1,24,15,1,24,15,-0.247579761187864,1.15697684210823,0.909397080920366
1106.1,BEL_2023_1,1,22,100,1,22,100,0.0236898640933825,1.16711283929674,1.19080270339012
1106.1,BEL_2023_1,1,17,35,1,17,35,-0.230015798718524,1.16711283929674,0.937097040578216
1113,BEL_2023_1,1,22,96,1,22,96,-0.0386018060913282,1.18644030577642,1.14783849968509
1113,BEL_2023_1,1,21,50,1,21,50,-0.120694695322958,1.18644030577642,1.06574561045346
112,BEL_2023_1,1,18,57,1,18,57,-0.154777681838743,1.16108098345642,1.00630330161768
112,BEL_2023_1,1,23,63,1,23,63,-0.0662255392107765,1.16108098345642,1.09485544424564
1123,BEL_2023_1,1,20,9,1,20,9,-0.164686748099194,1.1151375815917,0.950450833492508
1123,BEL_2023_1,1,17,67,1,17,67,-0.168110336452693,1.1151375815917,0.94702724513901
1125,BEL_2023_1,1,24,44,1,24,44,-0.387013222576786,1.37726869305837,0.990255470481584
1125,BEL_2023_1,1,20,66,2,20,66,0.692058537708707,1.37726869305837,2.06932723076708
114,BEL_2023_1,1,20,20,1,20,20,-0.140145118132633,1.13668735164564,0.996542233513003
114,BEL_2023_1,1,17,100,1,17,100,-0.140215012381529,1.13668735164564,0.996472339264107
118,BEL_2023_1,1,20,73,1,20,73,-0.0708880621986396,1.15237554683186,1.08148748463322
118,BEL_2023_1,1,18,42,1,18,42,-0.171298056813037,1.15237554683186,0.981077490018823
12_196,BEL_2023_1,1,17,47,3,17,47,1.10863813238,1.82781035132348,2.93644848370348
12_196,BEL_2023_1,1,21,74,2,21,74,0.292708079114185,1.82781035132348,2.12051843043767
12_197,BEL_2023_1,1,18,14,8,18,14,5.15622463991502,2.70429231761388,7.8605169575289
12_197,BEL_2023_1,1,19,72,1,19,72,-1.62213898543662,2.70429231761388,1.08215333217726
12_204,BEL_2023_1,1,26,65,1,26,65,-0.132458702249632,1.11038597865198,0.977927276402353
12_204,BEL_2023_1,1,26,42,1,26,42,-0.211900435369736,1.11038597865198,0.898485543282248
12_205,BEL_2023_1,1,23,46,3,23,46,0.965691705438405,2.07777689373187,3.04346859917028
12_205,BEL_2023_1,1,21,84,3,21,84,1.04389691710856,2.07777689373187,3.12167381084043
12_B006,BEL_2023_1,1,26,53,1,26,53,-0.217533372553048,1.14925766168549,0.93172428913244
12_B006,BEL_2023_1,1,21,69,1,21,69,-0.0322394817094467,1.14925766168549,1.11701817997604
12_B020,BEL_2023_1,1,25,114,1,25,114,0.00350470045574347,1.17188282728616,1.1753875277419
12_B020,BEL_2023_1,1,24,32,1,24,32,-0.198223845758506,1.17188282728616,0.973658981527653
12_B023,BEL_2023_1,1,18,116,1,18,116,-0.0869240897775758,1.13218267661165,1.04525858683408
12_B023,BEL_2023_1,1,17,54,1,17,54,-0.204397245293331,1.13218267661165,0.92778543131832
12_B057,BEL_2023_1,1,21,66,2,21,66,0.696432294304692,1.39754653380697,2.09397882811167
12_B057,BEL_2023_1,1,20,56,1,20,56,-0.342045004726743,1.39754653380697,1.05550152908023
12_B061,BEL_2023_1,1,17,45,1,17,45,-0.228558720052338,1.14600226666851,0.917443546616167
12_B061,BEL_2023_1,1,21,79,1,21,79,-0.0291354715818699,1.14600226666851,1.11686679508664
12_B064,BEL_2023_1,1,24,33,1,24,33,-0.1738690122795,1.15176020672803,0.977891194448528
12_B064,BEL_2023_1,1,25,88,1,25,88,-0.0698144109104268,1.15176020672803,1.0819457958176
12_B074,BEL_2023_1,1,24,92,1,24,92,-0.0518456263862905,1.14925111857881,1.09740549219252
12_B074,BEL_2023_1,1,17,42,1,17,42,-0.197943149186891,1.14925111857881,0.951307969391915
12_B081,BEL_2023_1,1,22,34,1,22,34,-0.128947708906026,1.14598509760603,1.01703738870001
12_B081,BEL_2023_1,1,18,68,1,18,68,-0.128788260127079,1.14598509760603,1.01719683747895
12_B093,BEL_2023_1,1,20,93,1,20,93,-0.0287577887211896,1.15128433666091,1.12252654793972
12_B093,BEL_2023_1,1,23,11,1,23,11,-0.216083566863131,1.15128433666091,0.935200769797784
12_B095,BEL_2023_1,1,23,23,1,23,23,-0.173026679428894,1.14735297338393,0.974326293955036
12_B095,BEL_2023_1,1,19,99,1,19,99,-0.0813808439124357,1.14735297338393,1.0659721294715
12_E003,BEL_2023_1,1,21,63,2,21,63,0.727666607662225,1.3722461529153,2.09991276057752
12_E003,BEL_2023_1,1,19,19,1,19,19,-0.434842615819405,1.3722461529153,0.937403537095891
12_E014,BEL_2023_1,1,19,78,1,19,78,-0.0878758398555481,1.14376536002049,1.05588952016494
12_E014,BEL_2023_1,1,22,13,1,22,13,-0.175261406196196,1.14376536002049,0.96850395382429
12_E015,BEL_2023_1,1,22,36,2,22,36,0.214993673278249,1.81183265891162,2.02682633218987
12_E015,BEL_2023_1,1,17,96,3,17,96,1.14747409447697,1.81183265891162,2.9593067533886
12_E017,BEL_2023_1,1,22,101,1,22,101,0.0136116607266339,1.17580869304458,1.18942035377121
12_E017,BEL_2023_1,1,24,45,1,24,45,-0.19877801535844,1.17580869304458,0.977030677686138
12_E024,BEL_2023_1,1,23,27,1,23,27,-0.15282048341855,1.1432022375966,0.990381754178051
12_E024,BEL_2023_1,1,18,93,1,18,93,-0.111687005776618,1.1432022375966,1.03151523181998
12_E025,BEL_2023_1,1,26,67,1,26,67,-0.163062159966271,1.12245691527495,0.959394755308683
12_E025,BEL_2023_1,1,21,11,1,21,11,-0.151924824386175,1.12245691527495,0.970532090888779
12_E034,BEL_2023_1,1,25,84,1,25,84,-0.0673105529898186,1.13128482639138,1.06397427340156
12_E034,BEL_2023_1,1,23,16,1,23,16,-0.226195516795903,1.13128482639138,0.905089309595476
12_E035,BEL_2023_1,1,25,43,1,25,43,-0.224052902074159,1.15166588916148,0.927612987087326
12_E035,BEL_2023_1,1,25,108,1,25,108,-0.0198600236064874,1.15166588916148,1.131805865555
12_E039,BEL_2023_1,1,19,68,1,19,68,-0.0907162596887319,1.14775826643963,1.0570420067509
12_E039,BEL_2023_1,1,20,25,1,20,25,-0.162705065967879,1.14775826643963,0.985053200471748
12_E043,BEL_2023_1,1,19,88,1,19,88,-0.10630548734861,1.16781706222439,1.06151157487577
12_E043,BEL_2023_1,1,21,48,1,21,48,-0.09830686494146,1.16781706222439,1.06951019728293
12_F002,BEL_2023_1,1,24,109,1,24,109,0.00390309417636237,1.16634167572771,1.17024476990407
12_F002,BEL_2023_1,1,22,6,1,22,6,-0.212105497484163,1.16634167572771,0.954236178243548
12_F007,BEL_2023_1,1,20,51,1,20,51,-0.115266809206728,1.1783053124413,1.06303850323457
12_F007,BEL_2023_1,1,20,97,1,20,97,-0.0638245331986014,1.1783053124413,1.1144807792427
12_F014,BEL_2023_1,1,21,6,1,21,6,-0.421706923213935,1.38507096152919,0.963364038315253
12_F014,BEL_2023_1,1,21,96,2,21,96,0.745737461490713,1.38507096152919,2.1308084230199
12_F019,BEL_2023_1,1,26,90,2,26,90,0.701956038523469,1.36129218307133,2.0632482215948
12_F019,BEL_2023_1,1,19,4,1,19,4,-0.435786289941765,1.36129218307133,0.925505893129565
12_F023,BEL_2023_1,1,25,99,2,25,99,0.72207977986564,1.38345785485292,2.10553763471857
12_F023,BEL_2023_1,1,19,31,1,19,31,-0.401974406471337,1.38345785485292,0.981483448381588
12_F040,BEL_2023_1,1,18,109,3,18,109,1.26023947840322,1.76982037637214,3.03005985477536
12_F045,BEL_2023_1,1,26,12,1,26,12,-0.354409966389124,1.13238567254585,0.777975706156728
12_F045,BEL_2023_1,1,23,110,1,23,110,0.063582580369408,1.13238567254585,1.19596825291526
12_F046,BEL_2023_1,1,17,88,4,17,88,1.96628279969904,2.00650032534078,3.97278312503982
12_F046,BEL_2023_1,1,24,6,2,24,6,-0.130131115520149,2.00650032534078,1.87636920982063
12_F052,BEL_2023_1,1,25,74,1,25,74,-0.0829362657402082,1.1341731571004,1.0512368913602
12_F052,BEL_2023_1,1,18,12,1,18,12,-0.203541642526583,1.1341731571004,0.930631514573821
12_F054,BEL_2023_1,1,18,96,3,18,96,1.39384501684063,1.61087322096555,3.00471823780618
12_F054,BEL_2023_1,1,22,58,1,22,58,-0.520370903525905,1.61087322096555,1.09050231743964
12_I002,BEL_2023_1,1,22,81,1,22,81,-0.022788165756445,1.16721690879102,1.14442874303458
12_I002,BEL_2023_1,1,25,53,1,25,53,-0.18328453705811,1.16721690879102,0.983932371732914
12_I003,BEL_2023_1,1,25,10,1,25,10,-0.284984735300818,1.0910036135459,0.806018878245078
12_I003,BEL_2023_1,1,17,111,1,17,111,-0.106537420098629,1.0910036135459,0.984466193447266
12_I005,BEL_2023_1,1,19,111,2,19,111,0.710248675714091,1.37628183031762,2.08653050603171
12_I005,BEL_2023_1,1,25,50,1,25,50,-0.407604689044074,1.37628183031762,0.968677141273549
12_I010,BEL_2023_1,1,22,35,1,22,35,-0.15214460122187,1.18937948879007,1.0372348875682
12_I037,BEL_2023_1,1,21,7,1,21,7,-0.200404740436402,1.16833261517795,0.967927874741551
12_I037,BEL_2023_1,1,24,104,1,24,104,-0.00295311927845443,1.16833261517795,1.1653794958995
12_I049,BEL_2023_1,1,25,92,2,25,92,0.459127005875728,1.60185112437811,2.06097813025384
12_I049,BEL_2023_1,1,20,29,2,20,29,0.392393682279692,1.60185112437811,1.99424480665781
12_I056,BEL_2023_1,1,21,22,1,21,22,-0.175277381787051,1.19172048966325,1.0164431078762
12_I056,BEL_2023_1,1,22,114,1,22,114,0.0288291269708162,1.19172048966325,1.22054961663406
12_I059,BEL_2023_1,1,21,2,2,21,2,0.558718877047717,1.38779705530876,1.94651593235647
12_I059,BEL_2023_1,1,20,114,1,20,114,-0.2280549476088,1.38779705530876,1.15974210769996
12_I062,BEL_2023_1,1,23,84,1,23,84,-0.0147935621268225,1.14356643900137,1.12877287687455
12_I062,BEL_2023_1,1,24,13,1,24,13,-0.248827717504416,1.14356643900137,0.894738721496953
12_I064,BEL_2023_1,1,18,73,1,18,73,-0.138316410404844,1.14037841595764,1.00206200555279
12_I064,BEL_2023_1,1,19,38,1,19,38,-0.133062270692724,1.14037841595764,1.00731614526491
12_J001,BEL_2023_1,1,19,50,1,19,50,-0.137191413324335,1.15144114576659,1.01424973244225
12_J001,BEL_2023_1,1,18,115,1,18,115,-0.107268379401251,1.15144114576659,1.04417276636534
12_J004,BEL_2023_1,1,23,32,1,23,32,-0.135397529419125,1.15018512298264,1.01478759356352
12_J004,BEL_2023_1,1,26,85,1,26,85,-0.112118537634555,1.15018512298264,1.03806658534809
12_J011,BEL_2023_1,1,25,9,1,25,9,-0.325809049418458,1.13941653969581,0.813607490277347
12_J011,BEL_2023_1,1,22,105,1,22,105,0.0520898393405144,1.13941653969581,1.19150637903632
12_J013,BEL_2023_1,1,26,23,3,26,23,1.23490013939252,1.57828229082031,2.81318243021283
12_J013,BEL_2023_1,1,21,85,1,21,85,-0.440729382995093,1.57828229082031,1.13755290782521
12_J015,BEL_2023_1,1,19,82,1,19,82,-0.0594700590608361,1.13922525086689,1.07975519180606
12_J015,BEL_2023_1,1,17,28,1,17,28,-0.214714613224107,1.13922525086689,0.924510637642786
12_J019,BEL_2023_1,1,22,25,1,22,25,-0.170895483631072,1.16512525893455,0.994229775303476
12_J019,BEL_2023_1,1,20,108,1,20,108,-0.040266820933875,1.16512525893455,1.12485843800067
12_J027,BEL_2023_1,1,22,5,2,22,5,0.564223068650022,1.35393965100343,1.91816271965346
12_J027,BEL_2023_1,1,18,87,1,18,87,-0.315944201740849,1.35393965100343,1.03799544926259
12_J028,BEL_2023_1,1,21,29,1,21,29,-0.137953345577337,1.14610927661736,1.00815593104002
12_J028,BEL_2023_1,1,26,77,1,26,77,-0.119480459252023,1.14610927661736,1.02662881736533
12_J029,BEL_2023_1,1,22,31,1,22,31,-0.149919842169578,1.17003452627424,1.02011468410466
12_J029,BEL_2023_1,1,26,112,1,26,112,-0.0492967652855549,1.17003452627424,1.12073776098869
12_J031,BEL_2023_1,1,25,106,1,25,106,-0.00919542536382378,1.15250751999939,1.14331209463557
12_J031,BEL_2023_1,1,25,32,1,25,32,-0.232669563960489,1.15250751999939,0.919837956038902
12_K001,BEL_2023_1,1,23,114,1,23,114,-0.627587111477735,1.85038000587154,1.2227928943938
12_K001,BEL_2023_1,1,19,18,4,19,18,2.0838519571486,1.85038000587154,3.93423196302014
12_K010,BEL_2023_1,1,24,117,1,24,117,-0.0384083884220947,1.23612112887231,1.19771274045022
12_K016,BEL_2023_1,1,18,66,1,18,66,-0.121358787458694,1.115311247038,0.993952459579302
12_K016,BEL_2023_1,1,18,4,1,18,4,-0.211015717780166,1.115311247038,0.904295529257831
12_K018,BEL_2023_1,1,19,8,1,19,8,-0.201889730707026,1.14355151367342,0.941661782966393
12_K018,BEL_2023_1,1,19,109,1,19,109,-0.0617678666544637,1.14355151367342,1.08178364701896
12_K023,BEL_2023_1,1,25,35,1,25,35,-0.214772590236484,1.13815220506277,0.923379614826289
12_K023,BEL_2023_1,1,20,63,1,20,63,-0.062023119352806,1.13815220506277,1.07612908570997
12_K024,BEL_2023_1,1,24,42,1,24,42,-0.13328015246196,1.13807502698404,1.00479487452208
12_K024,BEL_2023_1,1,26,69,1,26,69,-0.143703354183029,1.13807502698404,0.994371672801014
12_K044,BEL_2023_1,1,19,71,1,19,71,-0.145802618186412,1.19198582393307,1.04618320574665
12_K045,BEL_2023_1,1,20,26,1,20,26,-0.160561450176216,1.14690396308521,0.98634251290899
12_K045,BEL_2023_1,1,24,62,1,24,62,-0.0949386478115091,1.14690396308521,1.0519653152737
12_K049,BEL_2023_1,1,17,66,1,17,66,-0.208847605815684,1.16607651986696,0.957228914051274
12_L001,BEL_2023_1,1,19,70,3,19,70,1.4469451473881,1.57966424208715,3.02660938947525
12_L001,BEL_2023_1,1,23,7,1,23,7,-0.649411695477899,1.57966424208715,0.930252546609249
12_L005,BEL_2023_1,1,17,58,1,17,58,-0.21321952581317,1.17020373029774,0.956984204484568
12_L005,BEL_2023_1,1,23,95,1,23,95,0.0144146417119743,1.17020373029774,1.18461837200971
12_L012,BEL_2023_1,1,26,80,1,26,80,-0.321999013879572,1.35440265075854,1.03240363687897
12_L012,BEL_2023_1,1,17,31,2,17,31,0.571404495913512,1.35440265075854,1.92580714667205
12_L013,BEL_2023_1,1,23,106,1,23,106,0.0576898443052981,1.13766660679261,1.1953564510979
12_L013,BEL_2023_1,1,26,24,1,26,24,-0.335667157879682,1.13766660679261,0.801999448912924
12_L018,BEL_2023_1,1,26,115,1,26,115,-0.0238447589936897,1.15463225548766,1.13078749649397
12_L018,BEL_2023_1,1,19,11,1,19,11,-0.212850121468114,1.15463225548766,0.941782134019551
12_L021,BEL_2023_1,1,24,54,1,24,54,-0.164553542660787,1.17019364659964,1.00564010393886
