Genotype,Envir,Management,Row,Position,Harvest_date,R,P,Harvest_date_spats_residuals,Harvest_date_spats_geno_pred_values,Harvest_date_spats_adj_pheno
262,BEL_2018_1,1,22,18,215,22,18,-5.01436106030084,221.766873110534,216.752512050233
2625,BEL_2018_1,1,25,79,283,25,79,2.33601576896342,281.089932820903,283.425948589866
2651,BEL_2018_1,1,17,93,211,17,93,-5.59641043223161,217.069297673589,211.472887241358
2653,BEL_2018_1,1,23,20,248,23,20,-2.52766413235506,252.299309666142,249.771645533787
2653,BEL_2018_1,1,19,110,255,19,110,1.29640049310811,252.299309666142,253.59571015925
267,BEL_2018_1,1,22,2,228,22,2,-3.58751950781905,233.282555718548,229.695036210729
2671,BEL_2018_1,1,23,36,269,23,36,0.932988483790041,269.766449229935,270.699437713725
270,BEL_2018_1,1,26,64,220,26,64,-4.56692773197597,225.377996005207,220.811068273231
2720,BEL_2018_1,1,25,81,269,25,81,0.794137271458226,268.645815696261,269.439952967719
2722,BEL_2018_1,1,17,3,220,17,3,-4.93438583007628,225.528688089922,220.594302259846
2722,BEL_2018_1,1,23,111,228,23,111,0.386129481762538,225.528688089922,225.914817571685
2732,BEL_2018_1,1,21,88,234,21,88,-18.8106900052816,252.345346536006,233.534656530724
2732,BEL_2018_1,1,20,11,269,20,11,17.5851305280109,252.345346536006,269.930477064016
2762,BEL_2018_1,1,20,53,283,20,53,-1.53015703771626,285.178134645872,283.647977608155
2762,BEL_2018_1,1,25,68,289,25,68,4.37271822281804,285.178134645872,289.55085286869
2784,BEL_2018_1,1,22,7,297,22,7,6.82375454439892,291.872368228178,298.696122772577
2784,BEL_2018_1,1,17,105,289,17,105,-3.15174963786228,291.872368228178,288.720618590315
2785,BEL_2018_1,1,19,53,297,19,53,2.3045100180189,295.174133019878,297.478643037897
2785,BEL_2018_1,1,25,103,297,25,103,1.77659744558542,295.174133019878,296.950730465464
2794,BEL_2018_1,1,26,109,262,26,109,15.9052047733359,247.474247524367,263.379452297702
2794,BEL_2018_1,1,22,1,228,22,1,-17.7343139239206,247.474247524367,229.739933600446
2796,BEL_2018_1,1,19,49,255,19,49,-0.75720174541172,256.125345077338,255.368143331927
2802,BEL_2018_1,1,20,111,276,20,111,-0.793206096088511,275.037111359681,274.243905263592
2802,BEL_2018_1,1,21,15,276,21,15,2.37925180555982,275.037111359681,277.416363165241
2809,BEL_2018_1,1,26,33,276,26,33,-2.44717541223662,279.403385638255,276.956210226019
2809,BEL_2018_1,1,17,71,283,17,71,4.57422088544416,279.403385638255,283.9776065237
2813,BEL_2018_1,1,20,28,276,20,28,1.94145131903099,274.605204910894,276.546656229925
2813,BEL_2018_1,1,20,110,276,20,110,-0.408920636752782,274.605204910894,274.196284274141
2817,BEL_2018_1,1,22,61,255,22,61,-0.722026860364792,256.409232809139,255.687205948774
2820,BEL_2018_1,1,20,7,297,20,7,2.45245879986885,295.663873730752,298.116332530621
2820,BEL_2018_1,1,18,89,297,18,89,1.68932959946494,295.663873730752,297.353203330217
2827,BEL_2018_1,1,23,62,228,23,62,-13.2499420546595,241.89864765379,228.64870559913
2827,BEL_2018_1,1,26,7,255,26,7,10.7299926086144,241.89864765379,252.628640262404
2830,BEL_2018_1,1,24,99,248,24,99,-7.83190094615566,255.1063474849,247.274446538744
2830,BEL_2018_1,1,19,40,262,19,40,6.94844110938661,255.1063474849,262.054788594287
2831,BEL_2018_1,1,22,77,234,22,77,-1.80045323619166,235.76966816224,233.969214926049
2831,BEL_2018_1,1,18,52,234,18,52,-1.47890256990453,235.76966816224,234.290765592336
2848,BEL_2018_1,1,22,87,241,22,87,-2.40927075223644,242.791907810922,240.382637058685
2849,BEL_2018_1,1,24,50,297,24,50,2.5434460052316,295.675093612314,298.218539617545
2849,BEL_2018_1,1,21,73,297,21,73,1.59973258465965,295.675093612314,297.274826196973
2850,BEL_2018_1,1,17,14,255,17,14,-0.847309796311095,255.398105453022,254.550795656711
2855,BEL_2018_1,1,20,76,248,20,76,8.16455326066571,240.185567804146,248.350121064812
2855,BEL_2018_1,1,21,23,228,21,23,-10.8967605116015,240.185567804146,229.288807292545
286,BEL_2018_1,1,20,57,220,20,57,-6.10259369095437,226.807680775681,220.705087084727
286,BEL_2018_1,1,19,81,228,19,81,1.71280992055682,226.807680775681,228.520490696238
2862,BEL_2018_1,1,24,81,276,24,81,-1.02585981244238,277.063622475799,276.037762663357
2862,BEL_2018_1,1,26,3,283,26,3,2.8629987801657,277.063622475799,279.926621255965
2865,BEL_2018_1,1,17,7,228,17,7,-2.31429643618344,230.464363654934,228.150067218751
2865,BEL_2018_1,1,18,67,228,18,67,-1.62240893200669,230.464363654934,228.841954722927
2872,BEL_2018_1,1,23,60,283,23,60,1.01067884000207,282.70237632215,283.713055162152
2872,BEL_2018_1,1,25,28,283,25,28,1.52512546663803,282.70237632215,284.227501788788
290,BEL_2018_1,1,24,22,241,24,22,2.88230937176164,239.545289251623,242.427598623385
290,BEL_2018_1,1,19,94,234,19,94,-5.69384983072314,239.545289251623,233.8514394209
2902,BEL_2018_1,1,26,91,255,26,91,-0.221595934908549,256.350309094898,256.12871315999
2902,BEL_2018_1,1,22,56,255,22,56,-0.50773182170073,256.350309094898,255.842577273197
2936,BEL_2018_1,1,17,87,205,17,87,-6.22583194913156,211.98939345951,205.763561510378
2971,BEL_2018_1,1,22,110,269,22,110,-4.835228854425,271.396161382946,266.560932528521
2971,BEL_2018_1,1,22,42,276,22,42,5.97014553454153,271.396161382946,277.366306917488
2974,BEL_2018_1,1,18,9,241,18,9,-1.05023389883561,242.36000607406,241.309772175224
2974,BEL_2018_1,1,25,107,241,25,107,-1.41255129676654,242.36000607406,240.947454777293
2975,BEL_2018_1,1,17,29,283,17,29,2.17098707987043,279.758027395591,281.929014475461
2979,BEL_2018_1,1,25,22,276,25,22,1.60885200759054,275.221175308584,276.830027316174
2980,BEL_2018_1,1,21,97,276,21,97,1.39292989834598,273.478521771622,274.871451669968
2992,BEL_2018_1,1,23,90,248,23,90,-1.64265373775334,248.979082697536,247.336428959782
2997,BEL_2018_1,1,19,13,283,19,13,2.3314380807646,281.052987440189,283.384425520954
30,BEL_2018_1,1,17,78,241,17,78,-1.36761465587099,243.387950838765,242.020336182894
30,BEL_2018_1,1,23,45,241,23,45,-0.967803856064705,243.387950838765,242.4201469827
3026,BEL_2018_1,1,21,24,234,21,24,-4.38647838562682,239.626325848879,235.239847463252
3026,BEL_2018_1,1,17,97,241,17,97,1.58497870220302,239.626325848879,241.211304551082
3042,BEL_2018_1,1,17,11,269,17,11,0.354237613085672,268.386143964519,268.740381577604
3042,BEL_2018_1,1,20,90,269,20,90,0.407725237675152,268.386143964519,268.793869202194
3062,BEL_2018_1,1,21,18,220,21,18,-2.03629925885937,223.418067570278,221.381768311419
3062,BEL_2018_1,1,19,74,220,19,74,-2.77347185687717,223.418067570278,220.644595713401
308,BEL_2018_1,1,23,64,228,23,64,2.05461699807617,226.519262169082,228.573879167158
308,BEL_2018_1,1,19,24,220,19,24,-6.48013704798152,226.519262169082,220.0391251211
3160,BEL_2018_1,1,21,62,269,21,62,9.86798387370197,259.782580806735,269.650564680437
3160,BEL_2018_1,1,24,26,248,24,26,-10.1720387164463,259.782580806735,249.610542090289
317,BEL_2018_1,1,21,17,283,21,17,5.06168831523223,279.285361588171,284.347049903404
317,BEL_2018_1,1,25,85,276,25,85,-2.94926651867365,279.285361588171,276.336095069498
3170,BEL_2018_1,1,24,113,228,24,113,-2.58146104647895,229.195058712733,226.613597666254
3170,BEL_2018_1,1,25,11,228,25,11,-1.51251654741904,229.195058712733,227.682542165314
3172,BEL_2018_1,1,19,55,228,19,55,3.11839876241245,225.396091708695,228.514490471107
3172,BEL_2018_1,1,24,111,219,24,111,-7.68308436054934,225.396091708695,217.713007348145
3173,BEL_2018_1,1,20,46,248,20,46,-1.50774097805001,250.067929961487,248.560188983437
3190,BEL_2018_1,1,17,85,276,17,85,1.60795436979231,275.213930697598,276.82188506739
32,BEL_2018_1,1,23,39,241,23,39,0.714088940143967,241.939368538146,242.65345747829
32,BEL_2018_1,1,20,34,241,20,34,-0.398981641104967,241.939368538146,241.540386897041
32,BEL_2018_1,1,20,106,241,20,106,-2.30356771154257,241.939368538146,239.635800826604
32,BEL_2018_1,1,25,75,241,25,75,-0.526443544547874,241.939368538146,241.412924993598
321,BEL_2018_1,1,20,45,289,20,45,1.38682077055546,288.210894948589,289.597715719145
321,BEL_2018_1,1,26,89,289,26,89,1.83151218300623,288.210894948589,290.042407131595
323,BEL_2018_1,1,19,41,276,19,41,-2.38859540614948,278.500753337496,276.112157931347
323,BEL_2018_1,1,24,83,283,24,83,4.40380093749928,278.500753337496,282.904554274995
324,BEL_2018_1,1,18,43,248,18,43,2.09807043576515,245.667824529556,247.765894965322
324,BEL_2018_1,1,20,71,241,20,71,-4.15100299987105,245.667824529556,241.516821529685
327,BEL_2018_1,1,26,46,276,26,46,1.27349084523297,275.814819141105,277.088309986338
327,BEL_2018_1,1,22,71,276,22,71,0.408916132258241,275.814819141105,276.223735273363
330,BEL_2018_1,1,23,113,283,23,113,2.04377796164408,278.731354302288,280.775132263932
333,BEL_2018_1,1,26,106,269,26,106,0.667265175557134,269.731787311314,270.399052486871
333,BEL_2018_1,1,21,40,269,21,40,0.261428550600726,269.731787311314,269.993215861915
334,BEL_2018_1,1,24,10,283,24,10,0.674820503452622,283.079719640657,283.75454014411
334,BEL_2018_1,1,24,76,283,24,76,0.0407357644489821,283.079719640657,283.120455405106
334,BEL_2018_1,1,21,64,283,21,64,0.531908811691437,283.079719640657,283.611628452349
334,BEL_2018_1,1,20,1,283,20,1,1.33509365270538,283.079719640657,284.414813293363
338,BEL_2018_1,1,19,76,283,19,76,8.10460175351301,275.469511408944,283.574113162457
338,BEL_2018_1,1,19,25,269,19,25,-6.46497985767189,275.469511408944,269.004531551272
345,BEL_2018_1,1,21,13,211,21,13,-2.5259005056727,214.905422695779,212.379522190106
345,BEL_2018_1,1,17,91,211,17,91,-3.33862314553286,214.905422695779,211.566799550246
353,BEL_2018_1,1,20,44,283,20,44,2.35286141306557,281.225889816598,283.578751229664
37,BEL_2018_1,1,25,38,241,25,38,-3.74931001575851,246.281553199654,242.532243183895
37,BEL_2018_1,1,25,105,248,25,105,1.77242101747925,246.281553199654,248.053974217133
378,BEL_2018_1,1,20,49,262,20,49,-3.32562291032895,265.957568979906,262.631946069577
378,BEL_2018_1,1,26,72,269,26,72,3.78667509697033,265.957568979906,269.744244076876
40,BEL_2018_1,1,20,101,215,20,101,-0.597154399623634,214.575785747316,213.978631347693
40,BEL_2018_1,1,18,24,211,18,24,-4.0798370718328,214.575785747316,210.495948675484
40,BEL_2018_1,1,20,109,215,20,109,-1.22837558533013,214.575785747316,213.347410161986
409,BEL_2018_1,1,17,23,297,17,23,-1.54718317978706,297.591558202534,296.044375022747
409,BEL_2018_1,1,21,67,303,21,67,5.92781980011097,297.591558202534,303.519378002645
410,BEL_2018_1,1,19,43,283,19,43,-7.22956519923503,290.376639652592,283.147074453357
410,BEL_2018_1,1,23,108,303,23,108,10.7162430387166,290.376639652592,301.092882691309
424,BEL_2018_1,1,21,87,276,21,87,-0.182029344424166,275.761978210172,275.579948865748
424,BEL_2018_1,1,22,28,276,22,28,1.85788910812937,275.761978210172,277.619867318302
428,BEL_2018_1,1,26,84,297,26,84,3.93731588505358,294.013627021565,297.950942906619
43,BEL_2018_1,1,17,20,255,17,20,-0.885907622653889,255.086592015003,254.20068439235
435,BEL_2018_1,1,23,9,276,23,9,1.67667269995849,275.768539216093,277.445211916051
445,BEL_2018_1,1,26,31,303,26,31,2.69082459070609,301.120551926133,303.811376516839
445,BEL_2018_1,1,22,70,303,22,70,2.12706920790885,301.120551926133,303.247621134042
447,BEL_2018_1,1,21,70,276,21,70,-2.23850683426321,278.594666542824,276.356159708561
447,BEL_2018_1,1,17,48,283,17,48,4.26534860709751,278.594666542824,282.860015149921
46,BEL_2018_1,1,23,2,234,23,2,-2.98312055955765,238.16050901665,235.177388457092
462,BEL_2018_1,1,20,85,283,20,85,0.698667116235015,282.303922489719,283.002589605954
462,BEL_2018_1,1,21,37,283,21,37,1.78776708320368,282.303922489719,284.091689572923
465,BEL_2018_1,1,18,10,297,18,10,2.09316261323136,295.146215258455,297.239377871686
465,BEL_2018_1,1,22,72,297,22,72,1.98448572220775,295.146215258455,297.130700980662
472,BEL_2018_1,1,24,107,269,24,107,12.2616110378581,255.59000190929,267.851612947148
472,BEL_2018_1,1,25,37,241,25,37,-13.0851440554152,255.59000190929,242.504857853874
473,BEL_2018_1,1,18,49,255,18,49,-0.65598039443762,255.77260754676,255.116627152323
473,BEL_2018_1,1,18,60,255,18,60,-0.144927015925248,255.77260754676,255.627680530835
488,BEL_2018_1,1,20,112,234,20,112,-2.41398657013383,234.571404698825,232.157418128692
488,BEL_2018_1,1,18,23,234,18,23,-1.01383912338633,234.571404698825,233.557565575439
489,BEL_2018_1,1,24,77,215,24,77,-5.19093877324832,220.341758391654,215.150819618406
49,BEL_2018_1,1,23,61,241,23,61,-2.26364813075216,243.967191700463,241.703543569711
491,BEL_2018_1,1,23,31,283,23,31,8.38990184389331,276.324159862503,284.714061706397
491,BEL_2018_1,1,17,90,269,17,90,-6.64438540685853,276.324159862503,269.679774455645
5,BEL_2018_1,1,26,96,228,26,96,-4.65967660895578,233.891214000853,229.231537391897
5,BEL_2018_1,1,20,10,234,20,10,1.14757242457114,233.891214000853,235.038786425424
50,BEL_2018_1,1,19,85,276,19,85,0.835326068831989,275.466004980563,276.301331049395
50,BEL_2018_1,1,17,6,276,17,6,0.803861365772093,275.466004980563,276.269866346335
508,BEL_2018_1,1,23,56,262,23,56,3.36515502327899,259.529490842398,262.894645865677
508,BEL_2018_1,1,18,77,255,18,77,-3.70056877803285,259.529490842398,255.828922064365
515,BEL_2018_1,1,25,102,276,25,102,0.150582302016517,275.922309055144,276.07289135716
515,BEL_2018_1,1,23,43,276,23,43,1.54514312832231,275.922309055144,277.467452183466
52,BEL_2018_1,1,21,109,211,21,109,-4.86701639805503,213.774611969514,208.907595571459
52,BEL_2018_1,1,21,4,211,21,4,-1.13761946248707,213.774611969514,212.636992507027
522,BEL_2018_1,1,24,12,283,24,12,1.81150316225165,282.006970190484,283.818473352736
522,BEL_2018_1,1,20,92,283,20,92,0.638137397237415,282.006970190484,282.645107587722
526,BEL_2018_1,1,25,7,269,25,7,6.30932387163807,261.919513995035,268.228837866673
526,BEL_2018_1,1,22,64,255,22,64,-6.34860369654496,261.919513995035,255.57091029849
533,BEL_2018_1,1,21,94,220,21,94,-7.11880757206524,226.253180863122,219.134373291057
533,BEL_2018_1,1,24,56,228,24,56,2.66031892823381,226.253180863122,228.913499791356
543,BEL_2018_1,1,24,11,228,24,11,-2.02324606661236,230.777078512005,228.753832445393
543,BEL_2018_1,1,26,78,228,26,78,-1.87471261435712,230.777078512005,228.902365897648
546,BEL_2018_1,1,24,110,289,24,110,2.39073946802199,285.2471314171,287.637870885122
546,BEL_2018_1,1,26,2,289,26,2,0.460370707489403,285.2471314171,285.707502124589
548,BEL_2018_1,1,23,1,297,23,1,3.96348335189714,294.224818125653,298.18830147755
549,BEL_2018_1,1,18,98,248,18,98,-1.58640879933699,249.433021579524,247.846612780187
55,BEL_2018_1,1,25,17,283,25,17,1.0682174922448,282.318441628415,283.38665912066
55,BEL_2018_1,1,25,62,283,25,62,1.42001568959921,282.318441628415,283.738457318014
56,BEL_2018_1,1,18,101,269,18,101,0.721462963495981,267.947466947879,268.668929911375
56,BEL_2018_1,1,17,25,269,17,25,-0.0138540417874538,267.947466947879,267.933612906092
560,BEL_2018_1,1,23,41,255,23,41,-2.20614464056308,258.768513905773,256.56236926521
560,BEL_2018_1,1,18,117,262,18,117,1.77644263989174,258.768513905773,260.544956545664
562,BEL_2018_1,1,26,111,276,26,111,-2.26317111884561,279.718934144511,277.455763025666
562,BEL_2018_1,1,26,40,283,26,40,4.42931438033668,279.718934144511,284.148248524848
565,BEL_2018_1,1,24,90,228,24,90,-3.80507674306793,231.526705487075,227.721628744007
567,BEL_2018_1,1,18,30,276,18,30,-1.96216860873801,277.400465527735,275.438296918997
567,BEL_2018_1,1,19,116,283,19,116,3.84104384859785,277.400465527735,281.241509376333
57,BEL_2018_1,1,24,60,255,24,60,-0.846183273585041,256.586148427256,255.739965153671
57,BEL_2018_1,1,22,9,255,22,9,0.146077003062914,256.586148427256,256.732225430319
577,BEL_2018_1,1,22,16,255,22,16,-12.0153474539621,268.758120496779,256.742773042816
577,BEL_2018_1,1,22,98,283,22,98,12.8233997629723,268.758120496779,281.581520259751
584,BEL_2018_1,1,21,47,241,21,47,-4.01566834578435,245.989642859046,241.973974513262
584,BEL_2018_1,1,22,75,248,22,75,2.00261042745467,245.989642859046,247.992253286501
587,BEL_2018_1,1,21,108,269,21,108,5.95587481111437,261.052467401975,267.008342213089
587,BEL_2018_1,1,17,50,255,17,50,-6.10258535889108,261.052467401975,254.949882043084
592,BEL_2018_1,1,20,107,248,20,107,4.27657743927503,242.215472987975,246.492050427251
592,BEL_2018_1,1,22,39,234,22,39,-6.75727089268139,242.215472987975,235.458202095294
6,BEL_2018_1,1,20,12,276,20,12,23.718996167199,253.1711431575,276.890139324699
6,BEL_2018_1,1,20,104,248,20,104,-6.41357614997156,253.1711431575,246.757567007528
6,BEL_2018_1,1,19,67,234,19,67,-18.4286598167544,253.1711431575,234.742483340745
601,BEL_2018_1,1,23,73,220,23,73,-1.31223740375148,221.448794105388,220.136556701637
601,BEL_2018_1,1,18,102,220,18,102,-1.86074351401822,221.448794105388,219.58805059137
601,BEL_2018_1,1,19,46,220,19,46,-1.22249623451211,221.448794105388,220.226297870876
601,BEL_2018_1,1,21,58,220,21,58,-0.658295235767639,221.448794105388,220.790498869621
603,BEL_2018_1,1,24,66,200,24,66,-6.44879079592911,206.921284362181,200.472493566252
603,BEL_2018_1,1,22,38,205,22,38,-0.405001205483757,206.921284362181,206.516283156697
639,BEL_2018_1,1,20,102,262,20,102,-0.148227424470349,261.040225068178,260.891997643708
65,BEL_2018_1,1,24,89,234,24,89,-7.75778117098523,241.410054708254,233.652273537269
65,BEL_2018_1,1,26,101,234,26,101,-6.11304959015573,241.410054708254,235.297005118099
65,BEL_2018_1,1,26,117,234,26,117,-5.88545736937584,241.410054708254,235.524597338879
65,BEL_2018_1,1,17,33,269,17,33,26.4849750839642,241.410054708254,267.895029792219
65,BEL_2018_1,1,25,31,234,25,31,-6.10160234464607,241.410054708254,235.308452363608
65,BEL_2018_1,1,23,30,234,23,30,-5.60624896968656,241.410054708254,235.803805738568
65,BEL_2018_1,1,23,100,234,23,100,-8.70668806649826,241.410054708254,232.703366641756
65,BEL_2018_1,1,25,86,234,25,86,-7.06886348404956,241.410054708254,234.341191224205
65,BEL_2018_1,1,23,77,234,23,77,-7.43307410207052,241.410054708254,233.976980606184
65,BEL_2018_1,1,21,41,234,21,41,-6.39863576860631,241.410054708254,235.011418939648
65,BEL_2018_1,1,26,73,234,26,73,-6.59946315734845,241.410054708254,234.810591550906
65,BEL_2018_1,1,17,46,269,17,46,27.1891879745731,241.410054708254,268.599242682827
65,BEL_2018_1,1,24,47,234,24,47,-6.01955812916094,241.410054708254,235.390496579093
65,BEL_2018_1,1,24,1,234,24,1,-7.32854477939162,241.410054708254,234.081509928863
65,BEL_2018_1,1,26,16,234,26,16,-8.20574035359604,241.410054708254,233.204314354658
65,BEL_2018_1,1,21,3,234,21,3,-5.74668848368549,241.410054708254,235.663366224569
65,BEL_2018_1,1,20,27,234,20,27,-6.77506285004759,241.410054708254,234.634991858207
65,BEL_2018_1,1,24,106,234,24,106,-8.44187918953492,241.410054708254,232.968175518719
65,BEL_2018_1,1,18,110,262,18,110,19.5259887915313,241.410054708254,260.936043499786
65,BEL_2018_1,1,25,110,276,25,110,34.4076977899588,241.410054708254,275.817752498213
652,BEL_2018_1,1,23,18,255,23,18,-5.92191547611009,262.642279874386,256.720364398276
652,BEL_2018_1,1,19,97,269,19,97,5.97218938626833,262.642279874386,268.614469260654
653,BEL_2018_1,1,19,23,269,19,23,0.0641043067958549,269.031344799041,269.095449105837
653,BEL_2018_1,1,26,62,269,26,62,0.777801643451369,269.031344799041,269.809146442493
66,BEL_2018_1,1,24,24,269,24,24,0.914215031848755,269.614933377571,270.52914840942
662,BEL_2018_1,1,18,58,297,18,58,0.238555839388368,297.382410838658,297.620966678047
662,BEL_2018_1,1,23,102,303,23,102,4.11616654210792,297.382410838658,301.498577380766
67,BEL_2018_1,1,23,54,269,23,54,-1.52966834217079,271.527599218275,269.997930876105
